KIC,Evol_State,Mass,S_Mass,Radius,S_Radius,Logg_Seis,S_Logg_Seis,Teff,S_Teff,[Fe/H],S_[Fe/H],[Alp/Fe],S_[Alp/Fe],[C/Fe],S_[C/Fe],[N/Fe],S_[N/Fe],[C/N],S_[C/N]
4914456,RGB,1.6775,0.0703,12.1883,0.228,2.4916,0.0041,4603.537,41.4198,0.1247,0.058,-0.0023,0.022,-0.0644,0.028764527410065473,0.3293,0.032531236169311396,-0.3937,0.045416630086913025
4914533,RC,1.223,0.0504,10.8049,0.2008,2.461,0.004,4714.5474,43.4782,0.0402,0.058,0.0206,0.022,-0.0122,0.032397941398705325,0.2539,0.03632654705573106,-0.2661,0.05091021046292766
4915387,RGB,1.1189,0.0432,8.8587,0.1537,2.5938,0.0038,4609.5405,41.9443,0.0054,0.058,0.0416,0.022,0.0168,0.031186803402492042,0.1436,0.03524217251675401,-0.1268,0.04921904244294599
4915716,RGB,1.3962,0.0539,9.8265,0.1705,2.5999,0.0044,4584.773,53.2821,0.1263,0.058,0.0177,0.022,-0.023,0.04874830434758465,0.3574,0.05177888423615397,-0.3804,0.07439674244157474
4916620,RGB,1.1228,0.0438,15.0236,0.2622,2.1266,0.0039,4257.175,39.3917,0.1477,0.058,0.0518,0.022,0.0651,0.026342251417638907,0.2386,0.029007018917635994,-0.1735,0.04098595392522993
4918371,RGB,1.2468,0.048,9.7357,0.1687,2.5586,0.004,4673.924,46.7938,-0.1152,0.058,0.0487,0.022,-0.0072,0.042995398865571556,0.1869,0.046628105176013,-0.19410000000000002,0.06634741750182198
4918748,RGB,1.3455,0.0517,10.3195,0.1786,2.5409,0.0046,4786.8823,59.9201,-0.2737,0.058,0.0797,0.022,-0.0408,0.0772100472585968,0.1956,0.07726168590211456,-0.2364,0.11427631710283206
4919067,RC,1.1571,0.0477,10.8109,0.2011,2.4364,0.004,4625.113,41.5939,0.177,0.058,0.0183,0.022,0.0201,0.027856173912905513,0.2388,0.03171795526507861,-0.2187,0.04414874636221856
4919205,RGB,1.0829,0.0453,9.3422,0.1745,2.5329,0.0042,4711.0195,44.5458,-0.3031,0.058,0.1052,0.022,-0.033,0.04178426086935827,0.0925,0.04554373063703595,-0.1255,0.0646536890328068
4920423,RC,1.2515,0.0518,11.2816,0.2101,2.4335,0.0042,4526.043,44.9598,0.3614,0.058,0.0022,0.022,0.0381,0.030884018903438722,0.2138,0.034428891612521224,-0.1757,0.04837653133016055
4920600,RGB,1.0915,0.042,6.056,0.1049,2.9134,0.004,4743.839,46.1619,-0.0867,0.058,0.0796,0.022,0.0016,0.03996755387503834,0.1406,0.04391716882857038,-0.139,0.062113772981664685
4921047,RGB,1.1105,0.0429,8.4025,0.1458,2.6365,0.0041,4581.4214,48.3127,0.1042,0.058,0.0238,0.022,0.035,0.04027033837409166,0.1751,0.04391716882857038,-0.1401,0.06232921239851779
4921436,RC,1.0261,0.0421,10.613,0.1969,2.4003,0.0046,4859.6245,57.0281,-0.3387,0.058,0.1049,0.022,-0.0144,0.072668279772797,0.1421,0.0734663750156949,-0.1565,0.10810997615678586
4922182,RC,1.3441,0.0555,11.5548,0.215,2.4437,0.0039,4601.0225,40.8604,0.2452,0.058,0.0164,0.022,-0.0175,0.026342251417638907,0.2733,0.03009139345661304,-0.2908,0.04182506561489895
4922201,RC,1.0591,0.0435,10.4788,0.1945,2.4251,0.0044,4819.901,53.6342,-0.1362,0.058,0.0552,0.022,-0.0139,0.0611624688087708,0.2023,0.06343591053015722,-0.2162,0.09218905900883377
4927763,RGB,1.1183,0.0467,10.5768,0.1976,2.4376,0.0046,4709.2495,52.9323,-0.4233,0.058,0.0698,0.022,-0.0145,0.06509866729646396,0.1022,0.06614684687759984,-0.1167,0.0970963984877238
4928958,RGB,1.0626,0.041,5.8266,0.101,2.9353,0.0042,4651.2754,49.1932,0.1152,0.058,0.0365,0.022,0.0223,0.0408759073721983,0.2243,0.044459356098058914,-0.202,0.06317601724069953
4929301,RC,1.4622,0.0601,10.8252,0.2008,2.5369,0.0041,4839.6113,46.1037,-0.0882,0.058,0.0131,0.022,-0.094,0.03845363137977174,0.1988,0.04256170065484907,-0.2928,0.05999786218107153
4930464,RGB,1.3451,0.0518,10.3005,0.1784,2.5424,0.0039,4702.555,44.6932,-0.1654,0.058,0.0557,0.022,-0.0759,0.039059200377878384,0.2,0.04283279428959334,-0.27590000000000003,0.06063588494791823
4930906,RC,1.1639,0.0453,11.1936,0.1981,2.4088,0.0037,4652.091,42.1119,0.1063,0.058,0.0151,0.022,-0.018,0.029672880907225436,0.1966,0.03361561070828844,-0.21459999999999999,0.0468951517757052
4931389,RGB,1.2706,0.0481,4.5545,0.0779,3.2269,0.0038,4829.784,44.9599,0.1058,0.058,-0.0034,0.022,-0.0089,0.032700725897758645,0.2953,0.0374109215947081,-0.3042,0.05196447704414531
4931454,RC,1.5096,0.0623,12.695,0.2362,2.4124,0.0046,4616.0273,53.734,0.1797,0.058,0.0056,0.022,0.0293,0.04693159735326472,0.2712,0.050423416062432655,-0.2419,0.07206036671149646
4931949,RC,1.5042,0.0616,11.0549,0.2048,2.531,0.0051,4960.3086,68.2457,-0.3056,0.058,0.0565,0.022,0.0139,0.1062773591677156,0.1715,0.10193120666384238,-0.15760000000000002,0.15405792401574867
4932311,RGB,1.2049,0.0466,9.2239,0.1602,2.5909,0.0038,4511.793,39.9729,0.2264,0.058,0.032,0.022,0.0726,0.02573668241953227,0.266,0.029007018917635994,-0.19340000000000002,0.04055845867582021
4932498,RC,1.2772,0.0528,11.422,0.2126,2.4316,0.0039,4576.3545,40.6444,0.2658,0.058,0.0209,0.022,0.0533,0.02573668241953227,0.3423,0.029278112552380258,-0.289,0.04076897064526887
4932872,RC,1.1748,0.0483,10.8049,0.2006,2.4435,0.004,4798.0796,45.0631,-0.0982,0.058,0.0361,0.022,-0.0197,0.03754527788261178,0.1735,0.04174841975061629,-0.19319999999999998,0.058728645201642206
4933594,RC,1.1321,0.044,10.6675,0.1887,2.4385,0.0037,4657.2935,42.4927,0.1139,0.058,0.0061,0.022,-0.0062,0.029672880907225436,0.2253,0.03361561070828844,-0.2315,0.0468951517757052
4933782,RGB,1.7854,0.0688,21.2213,0.3694,2.0238,0.0039,4638.118,45.1691,-0.0597,0.058,0.0212,0.022,-0.06,0.03754527788261178,0.3951,0.041206232481127765,-0.4551,0.05831146098280273
4934147,RGB,1.137,0.0438,9.3767,0.1626,2.5511,0.0039,4647.3906,43.3032,-0.17,0.058,0.0832,0.022,0.0274,0.0363341398863985,0.1888,0.04012185794215072,-0.1614,0.056618605033631635
4934550,RGB,1.4651,0.0561,4.9253,0.085,3.2208,0.0039,4953.9424,47.8342,-0.0426,0.058,0.0166,0.022,-0.0887,0.03966476937598502,0.2137,0.044459356098058914,-0.3024,0.06231756204811771
4935264,RC,1.5741,0.0647,10.7626,0.1998,2.574,0.004,4796.1533,44.5606,0.0816,0.058,-0.0023,0.022,-0.0809,0.032700725897758645,0.2562,0.037139827959963845,-0.33709999999999996,0.05175345287682559
4936438,RGB,1.5327,0.0588,6.6087,0.1143,2.985,0.0039,4838.459,45.5942,0.0014,0.058,0.0178,0.022,-0.0957,0.03572857088829185,0.2702,0.04012185794215072,-0.3659,0.05619103076610508
4936463,RC,1.6572,0.068,10.9928,0.2038,2.5779,0.0041,4891.216,46.631,-0.1162,0.058,0.0206,0.022,-0.0739,0.04057312287314499,0.2173,0.04473044973280317,-0.2912,0.06316851014255172
4936825,RC,1.318,0.0544,12.2404,0.2277,2.3851,0.004,4613.281,41.5843,0.1719,0.058,-0.0066,0.022,-0.0238,0.027856173912905513,0.2922,0.03171795526507861,-0.316,0.04414874636221856
4937056,RC,1.7299,0.0658,11.1776,0.1927,2.5821,0.0038,4794.2207,45.1634,0.024,0.058,-0.0056,0.022,-0.0455,0.034214648393025245,0.2734,0.03849529613368515,-0.31889999999999996,0.05386698876163386
4937204,RGB,1.262,0.0486,10.3264,0.1788,2.5121,0.0039,4724.0186,44.8816,-0.319,0.058,0.066,0.022,-0.0336,0.04269261436651823,0.1869,0.04635701154126874,-0.2205,0.06592395350754092
4937257,RC,1.1558,0.0449,10.7105,0.1894,2.444,0.0041,4719.0747,50.4324,0.0438,0.058,0.0242,0.022,-0.0179,0.043903752362731516,0.2407,0.04771247971499005,-0.2586,0.06782500611811937
4937576,RGB,1.7246,0.0666,13.3574,0.2317,2.4229,0.0038,4616.329,42.1812,0.0043,0.058,0.017,0.022,-0.0651,0.03148958790154536,0.3247,0.03524217251675401,-0.3898,0.04943187126040727
4937784,RGB,1.16,0.0448,8.2555,0.1432,2.6708,0.0041,4607.628,47.6182,0.0861,0.058,0.0294,0.022,0.0177,0.039059200377878384,0.2509,0.04256170065484907,-0.23320000000000002,0.060428121329011576
4939895,RGB,1.359,0.0528,15.5045,0.2699,2.1838,0.0038,4391.9526,39.1005,0.0373,0.058,0.0067,0.022,0.0238,0.02815895841195883,0.2105,0.031175767995590086,-0.18669999999999998,0.04394201727496888
4940414,RC,1.452,0.0596,11.5664,0.2144,2.4764,0.0046,4906.1763,58.6687,-0.1509,0.058,0.0568,0.022,-0.1128,0.06873208128510383,0.1834,0.07048434503350802,-0.2962,0.1029973692164237
4940536,RGB,1.4402,0.0554,8.8793,0.1537,2.7015,0.0041,4749.9497,49.1978,-0.0169,0.058,0.0164,0.022,-0.0379,0.043903752362731516,0.1782,0.04771247971499005,-0.21610000000000001,0.06782500611811937
4945337,RC,1.4338,0.0559,11.6497,0.2063,2.4646,0.0037,4596.997,40.9323,0.2828,0.058,-0.0109,0.022,-0.0019,0.025433897920478944,0.3505,0.029278112552380258,-0.3524,0.04055784206306178
4946220,RGB,1.192,0.0463,13.5423,0.2359,2.2464,0.0043,4364.278,48.1651,0.1311,0.058,0.0322,0.022,0.0083,0.051776149338117854,0.1639,0.053676539679363804,-0.1556,0.07802309656996066
4946445,RGB,1.5457,0.0656,4.8794,0.0946,3.2522,0.0044,4957.6465,54.3929,0.0473,0.058,0.0037,0.022,-0.047,0.05147336483906454,0.1913,0.05557419512257364,-0.2383,0.07924053768782449
4946632,RGB,1.2548,0.0483,4.6254,0.0801,3.2081,0.0041,4717.907,49.7118,0.2856,0.058,0.0362,0.022,0.0533,0.04783995085042469,0.2389,0.051507790601409705,-0.1856,0.07353767396048408
4946997,RGB,1.3485,0.0525,13.3778,0.2331,2.3125,0.004,4331.2944,42.5386,0.3731,0.058,0.0367,0.022,0.078,0.038756415878825064,0.3543,0.04147732611587203,-0.2763,0.059384174081774474
4947105,RGB,1.0471,0.0456,24.021,0.4802,1.6735,0.0042,4246.5107,46.0709,-0.0438,0.058,0.0475,0.022,0.0259,0.054803994328651066,0.1861,0.05611638239206215,-0.16019999999999998,0.0820622983707504
4947897,RGB,1.4968,0.0651,28.6474,0.572,1.6756,0.004,4338.5103,43.4752,-0.3789,0.058,0.0954,0.022,0.001,0.06358474480119737,0.2359,0.06397809779964574,-0.2349,0.09436981257804772
4949036,RC,1.1252,0.0464,10.9777,0.2042,2.411,0.004,4624.023,41.7542,0.1414,0.058,0.0085,0.022,-0.0072,0.028461742911012156,0.1587,0.032531236169311396,-0.16590000000000002,0.04520486697796132
4949374,RC,1.1475,0.0475,11.3853,0.2122,2.3879,0.0039,4471.3965,38.8441,0.3786,0.058,0.025,0.022,0.0797,0.02361719092615902,0.2885,0.027109363474426162,-0.20879999999999999,0.037600376978442804
4949473,RC,1.5896,0.0618,11.1071,0.1965,2.5509,0.0037,4679.0645,42.1531,0.2491,0.058,-0.0117,0.022,-0.0669,0.02725060491479887,0.3539,0.031175767995590086,-0.4208,0.04330373087012109
4950323,RGB,1.1347,0.0438,8.2535,0.1431,2.6614,0.0038,4648.3057,42.6383,-0.0235,0.058,0.0352,0.022,-0.0458,0.032700725897758645,0.1949,0.03659764069047532,-0.2407,0.051333097078115245
4952454,RGB,1.6025,0.0616,5.9193,0.1024,3.1001,0.0038,4788.763,44.1115,0.2382,0.058,-0.0038,0.022,-0.0602,0.029067311909118793,0.4038,0.03334451707354418,-0.46399999999999997,0.046261115174113666
4952516,RGB,1.3601,0.0523,5.9581,0.1031,3.0231,0.0039,4770.9395,45.1348,0.1858,0.058,0.017,0.022,-0.1444,0.032700725897758645,0.4891,0.037139827959963845,-0.6335,0.05175345287682559
4952717,RGB,1.1244,0.0432,4.3653,0.0756,3.2107,0.0038,4767.3306,43.9111,0.1019,0.058,0.0453,0.022,-0.021,0.031792372400598685,0.1806,0.036055453420986795,-0.2016,0.05027488982499288
4953262,RGB,1.1974,0.0459,4.6012,0.0795,3.1923,0.0039,4912.5903,47.0641,-0.0937,0.058,0.0329,0.022,-0.031,0.04027033837409166,0.1766,0.04473044973280317,-0.2076,0.06295411675151234
4989996,RGB,1.4198,0.0594,9.539,0.1783,2.633,0.0041,4659.9014,42.3905,0.0946,0.058,0.0037,0.022,-0.0904,0.02997566540627876,0.3474,0.03415779797777697,-0.43779999999999997,0.04752852840163767
4990126,RGB,1.4614,0.0608,7.6655,0.1429,2.8355,0.0043,4896.6274,47.2639,-0.2044,0.058,0.0357,0.022,-0.1069,0.04360096786367819,0.1817,0.04771247971499005,-0.28859999999999997,0.06760919974808534
4990198,RGB,1.4762,0.0617,11.9606,0.2234,2.4517,0.0042,4714.84,44.045,-0.1099,0.058,0.0214,0.022,-0.1068,0.03603135538734518,0.3142,0.04012185794215072,-0.421,0.05640441036659284
4995064,RGB,1.5072,0.0632,12.2815,0.2298,2.4376,0.0041,4587.395,41.4814,0.0519,0.058,-0.0041,0.022,-0.0437,0.02997566540627876,0.2971,0.03361561070828844,-0.3408,0.04710776029195714
4996395,RC,0.9391,0.0386,10.0207,0.1859,2.4117,0.0045,4839.9263,54.7396,-0.2554,0.058,0.0743,0.022,-0.0528,0.0626763913040374,0.1281,0.06479137870387854,-0.1809,0.09430984475415814
4997023,RGB,1.6321,0.0627,10.2269,0.1769,2.6331,0.0039,4812.5513,45.9852,-0.1888,0.058,0.0266,0.022,-0.1634,0.0408759073721983,0.2238,0.04473044973280317,-0.3872,0.06338362476383
5000089,RGB,1.2156,0.0465,4.9758,0.0859,3.1309,0.0045,4967.381,59.2796,-0.2286,0.058,0.0602,0.022,-0.0279,0.07297106427185031,0.2148,0.07427965591992769,-0.2427,0.1089378523410093
5000307,RC,1.3363,0.0516,10.2603,0.1807,2.5444,0.0041,5018.093,53.8041,-0.2805,0.058,0.028,0.022,-0.6172,0.05934576181445087,0.6309,0.06235153599118017,-1.2481,0.09005289508974862
5002732,RGB,1.0939,0.042,4.3799,0.0758,3.1959,0.0044,4817.866,55.0439,-0.0778,0.058,0.0704,0.022,-0.011,0.05692348582202431,0.1084,0.05991169327848182,-0.11939999999999999,0.08645662798351256
5002760,RGB,1.4599,0.061,10.25,0.1915,2.5826,0.0042,4686.9604,43.0527,-0.0001,0.058,0.0155,0.022,-0.1207,0.032700725897758645,0.2919,0.03686873432521958,-0.41259999999999997,0.05154299058449855
5003549,RGB,1.1909,0.0457,5.1168,0.0885,3.0977,0.0041,4811.2197,50.4909,0.0082,0.058,0.025,0.022,-0.0317,0.044812105859891475,0.2484,0.04879685425396709,-0.2801,0.06930265263026261
5003625,RGB,1.457,0.0559,6.8787,0.1189,2.9282,0.0041,4859.3984,50.7005,-0.0943,0.058,0.0342,0.022,-0.0727,0.04844551984853133,0.2332,0.0523210715056425,-0.3059,0.07459149392086892
5004232,RC,1.1327,0.0468,11.0696,0.2061,2.4066,0.0044,4566.729,49.6162,0.2854,0.058,0.0129,0.022,0.0334,0.03482021739113189,0.2578,0.03822420249894089,-0.2244,0.05408589000694356
5004282,RC,1.0825,0.0446,10.9741,0.204,2.3945,0.004,4676.787,42.9687,0.0261,0.058,0.0289,0.022,-0.0377,0.032095156899652005,0.1351,0.036055453420986795,-0.1728,0.05048736074098855
5005119,RC,1.3025,0.0538,11.1785,0.2081,2.4588,0.0039,4563.949,40.1744,0.3391,0.058,-0.014,0.022,0.0021,0.029067311909118793,0.2577,0.032531236169311396,-0.2556,0.04562941962499133
5005173,RGB,1.0879,0.042,8.3804,0.1454,2.6299,0.0044,4589.015,53.5388,0.0362,0.058,0.043,0.022,-0.0131,0.05268450283527781,0.1914,0.055303101487829374,-0.2045,0.07990734459722973
5005217,RC,1.57,0.061,11.508,0.2036,2.5147,0.0037,4681.903,42.4729,0.2255,0.058,-0.0187,0.022,-0.0436,0.027553389413852193,0.3747,0.03171795526507861,-0.4183,0.0439376622349836
5005243,RGB,1.3951,0.0534,4.8335,0.0835,3.2159,0.0043,4917.484,55.3208,-0.0903,0.058,0.0396,0.022,-0.0872,0.05722627032107763,0.2278,0.060453880547970344,-0.315,0.08708542798382693
5005508,RGB,1.7717,0.0683,11.8275,0.2051,2.542,0.0038,4642.5586,42.4064,0.1454,0.058,-0.0349,0.022,-0.0986,0.02997566540627876,0.35,0.0338867043430327,-0.4486,0.04731783547581279
5006206,RC,1.4104,0.0547,11.8599,0.2094,2.442,0.004,4811.6274,49.0081,-0.1386,0.058,0.0364,0.022,-0.1205,0.04753716635137136,0.2243,0.05096560333192119,-0.3448,0.07290765492925076
5006817,RGB,1.3512,0.0512,5.608,0.0959,3.0729,0.0038,4812.545,44.617,0.1285,0.058,0.0113,0.022,-0.0385,0.031792372400598685,0.3307,0.03632654705573106,-0.3692,0.05048581014585553
5007078,RGB,1.1713,0.0488,8.0155,0.1496,2.7006,0.0045,4808.578,52.5692,-0.1833,0.058,0.0573,0.022,-0.0046,0.05722627032107763,0.2032,0.05991169327848182,-0.20779999999999998,0.08667607766197591
5007812,RC,1.5096,0.0621,12.1329,0.2253,2.4517,0.0046,4755.873,56.4956,0.0808,0.058,0.04,0.022,-0.0653,0.044206536861784836,0.2815,0.047983573349734306,-0.3468,0.0682484556082249
5008936,RGB,1.2849,0.049,8.4797,0.1455,2.6919,0.0039,4609.4873,45.0389,0.169,0.058,0.0209,0.022,0.0033,0.033003510396811965,0.3499,0.03659764069047532,-0.34659999999999996,0.05154684301742787
5009393,RC,1.027,0.04,10.5798,0.1872,2.4034,0.0038,4640.483,45.0735,0.0535,0.058,0.0622,0.022,0.0251,0.03512300189018521,0.1426,0.03903748340317367,-0.11750000000000001,0.05492621098677441
5016991,RC,1.7496,0.0721,12.1441,0.2257,2.515,0.004,4703.336,42.9708,0.1387,0.058,-0.0254,0.022,-0.0924,0.029672880907225436,0.3413,0.0338867043430327,-0.4337,0.04710601032711553
5017711,RC,1.2999,0.0505,11.2141,0.1983,2.4552,0.0037,4693.4453,43.0905,0.073,0.058,-0.0025,0.022,-0.0514,0.031186803402492042,0.2402,0.03524217251675401,-0.29159999999999997,0.04921904244294599
5017766,RGB,1.1539,0.0445,8.3776,0.1452,2.6557,0.0042,4672.129,50.6631,-0.0807,0.058,0.0521,0.022,-0.0051,0.04935387334569128,0.222,0.052592165140386754,-0.2271,0.07544990810100771
5017773,RC,1.5063,0.062,11.2268,0.2085,2.5182,0.004,4751.0234,43.4956,0.1383,0.058,-0.017,0.022,-0.0431,0.0305812344043854,0.2605,0.03497107888200975,-0.3036,0.04858467095791441
5018155,RC,0.9912,0.0376,10.1908,0.1756,2.4205,0.0045,4856.8994,59.6076,-0.1659,0.058,0.0478,0.022,0.0101,0.07085157277847706,0.1495,0.07238200047671786,-0.1394,0.10596746094085115
5018570,RC,1.2444,0.0481,10.7328,0.1893,2.4743,0.0038,4888.8926,47.519,-0.2385,0.058,0.0433,0.022,-0.0923,0.044509321360838155,0.2088,0.04852576061922283,-0.30110000000000003,0.06887925762987833
5018616,RC,1.408,0.0579,11.3445,0.2107,2.4798,0.004,4751.481,44.0593,0.0367,0.058,0.0001,0.022,-0.0906,0.033003510396811965,0.3121,0.037139827959963845,-0.4027,0.05196576858996086
5018689,RGB,1.3835,0.0532,5.2494,0.0908,3.1405,0.0038,4780.8784,43.6826,0.2545,0.058,0.0055,0.022,-0.0171,0.028461742911012156,0.3432,0.032802329804055654,-0.3603,0.04541641675889745
5019216,RC,1.2665,0.0523,11.5551,0.215,2.4178,0.0042,4613.4585,46.157,0.1852,0.058,0.0312,0.022,0.0555,0.03512300189018521,0.2498,0.03903748340317367,-0.1943,0.05492621098677441
5020346,RC,1.2759,0.0525,10.7801,0.2002,2.4814,0.0043,4765.462,49.9181,0.0265,0.058,0.0148,0.022,-0.1463,0.042995398865571556,0.2446,0.046899198810757256,-0.3909,0.06655478262112063
5021425,RC,1.3125,0.0539,11.3961,0.2114,2.4454,0.0043,4864.01,51.9074,-0.1618,0.058,0.0391,0.022,-0.0853,0.052078933837171174,0.2827,0.05557419512257364,-0.368,0.07967519273836184
5021453,RC,0.9851,0.0383,10.3528,0.1831,2.4041,0.0038,4705.4854,43.9925,-0.1046,0.058,0.0328,0.022,0.0956,0.03572857088829185,-0.0562,0.03985076430740646,0.1518,0.055981424226136424
5021630,RC,1.572,0.0646,11.378,0.2112,2.5251,0.0042,4810.0425,49.0309,-0.031,0.058,-0.0024,0.022,-0.0852,0.04238982986746491,0.2428,0.046628105176013,-0.32799999999999996,0.06591610109044668
5023379,RC,1.0404,0.0429,10.5707,0.1965,2.4098,0.0042,4694.727,46.8984,-0.028,0.058,0.0559,0.022,0.0212,0.03966476937598502,0.1208,0.043374981559081864,-0.09960000000000001,0.061482500338656376
5023732,RGB,1.601,0.0618,14.1887,0.2463,2.3362,0.0038,4577.9463,41.5974,-0.0042,0.058,0.0123,0.022,-0.0735,0.031186803402492042,0.3056,0.03469998524726549,-0.3791,0.04879953006332461
5023889,RGB,1.3666,0.0527,9.3343,0.1619,2.6353,0.0038,4615.786,41.4745,0.1348,0.058,0.0108,0.022,-0.0196,0.028461742911012156,0.2561,0.032531236169311396,-0.2757,0.04520486697796132
5023931,RGB,1.7277,0.0722,10.7977,0.2017,2.6106,0.0044,4711.8584,48.8985,0.0484,0.058,0.0046,0.022,-0.0624,0.04148147637030495,0.264,0.04527263700229169,-0.3264,0.06423031144487144
5024043,RGB,1.3815,0.0531,9.1401,0.1582,2.6583,0.0039,4776.6655,45.1667,-0.1648,0.058,0.054,0.022,-0.0668,0.039361984876931704,0.1988,0.043374981559081864,-0.2656,0.06126732969978365
5024143,RGB,1.7289,0.0663,6.9168,0.1195,2.9978,0.0043,4876.696,54.4331,0.0486,0.058,0.0222,0.022,-0.0604,0.05117058034001121,0.3062,0.0550320078530851,-0.36660000000000004,0.07861033128765318
5024297,RGB,1.7444,0.0729,11.3545,0.2122,2.5709,0.0039,4696.298,37.3659,0.0443,0.058,0.0032,0.022,-0.0752,0.031792372400598685,0.2841,0.036055453420986795,-0.3593,0.05027488982499288
5024327,RC,1.5451,0.0587,10.8482,0.187,2.559,0.0039,4807.468,47.0247,0.0239,0.058,0.0091,0.022,-0.0222,0.037848062381665104,0.2558,0.042290607020104815,-0.278,0.059360920666713744
5024404,RC,1.6845,0.0641,11.0346,0.1903,2.5817,0.004,4774.485,50.1439,0.0789,0.058,-0.0094,0.022,-0.0904,0.042995398865571556,0.2497,0.046899198810757256,-0.3401,0.06655478262112063
5024851,RGB,1.5721,0.0629,36.3059,0.6517,1.4875,0.0037,4113.957,36.2876,-0.0029,0.058,0.0124,0.022,-0.0096,0.026342251417638907,0.2356,0.028735925282891733,-0.2452,0.04077798369614028
5024967,RC,1.6084,0.0611,10.9819,0.1894,2.5658,0.0035,4791.986,40.227,0.0416,0.058,-0.0031,0.022,-0.1,0.03360907939491861,0.2708,0.03795310886419663,-0.3708,0.053021460432818135
5025021,RGB,1.2567,0.0485,9.4844,0.1645,2.5849,0.0038,4630.693,42.8081,-0.0112,0.058,0.0278,0.022,-0.044,0.033306294895865285,0.2241,0.03686873432521958,-0.2681,0.051969939630551285
5025101,RGB,1.2351,0.052,13.5454,0.254,2.262,0.0041,4429.1567,39.6392,0.0386,0.058,0.0492,0.022,0.0084,0.028461742911012156,0.2132,0.03171795526507861,-0.2048,0.04457408620973305
5025472,RC,1.2858,0.0529,10.6602,0.1979,2.4944,0.004,4782.1807,44.7453,-0.047,0.058,0.0005,0.022,-0.0899,0.03572857088829185,0.1838,0.04012185794215072,-0.2737,0.05619103076610508
5025632,RC,1.2447,0.0511,11.3424,0.2104,2.4264,0.0041,4848.4263,46.4142,-0.1752,0.058,0.0488,0.022,-0.0639,0.04117869187125162,0.1913,0.04527263700229169,-0.2552,0.06401493520173213
5025895,RGB,1.7622,0.0675,6.7069,0.1159,3.0328,0.0039,4892.73,46.0414,0.0932,0.058,-0.0202,0.022,-0.1128,0.034214648393025245,0.3177,0.03903748340317367,-0.4305,0.05428810672451193
5026008,RGB,1.28,0.0492,8.3571,0.1447,2.7029,0.0037,4734.2666,39.8174,-0.0977,0.058,0.0346,0.022,-0.0454,0.0363341398863985,0.2729,0.04039295157689498,-0.31829999999999997,0.05682742780279692
5026178,RGB,1.2424,0.048,11.307,0.1962,2.4253,0.0038,4587.154,41.9431,-0.1081,0.058,0.0597,0.022,0.0399,0.03360907939491861,0.2122,0.0374109215947081,-0.1723,0.052601969384828993
5031925,RGB,1.3133,0.0505,9.4353,0.1634,2.6087,0.0039,4737.135,44.4199,-0.117,0.058,0.0504,0.022,-0.0719,0.03693970888450514,0.2236,0.04093513884638351,-0.2955,0.05767355380786322
5032140,RGB,1.7159,0.0661,11.1248,0.1927,2.5816,0.0039,4711.4536,43.7306,0.0118,0.058,0.0195,0.022,-0.0755,0.04178426086935827,0.2989,0.04581482427178021,-0.3744,0.06486145812410653
5033057,RC,1.7326,0.0713,12.0722,0.2243,2.5159,0.0043,4723.3237,50.8147,-0.1067,0.058,0.0202,0.022,-0.0369,0.06297917580309072,0.1847,0.06479137870387854,-0.22160000000000002,0.09453096833684936
5034206,RGB,1.2448,0.0479,5.3718,0.093,3.0746,0.0042,4735.5903,51.4181,0.165,0.058,0.0211,0.022,-0.0836,0.056015132324864346,0.3027,0.05909841237424903,-0.38630000000000003,0.08518486722525309
5034571,RGB,1.4085,0.0544,9.0241,0.1566,2.6777,0.0038,4592.6,41.0407,0.2303,0.058,0.0245,0.022,-0.0091,0.033306294895865285,0.3501,0.037139827959963845,-0.3592,0.05217897740012402
5035304,RGB,1.2475,0.048,5.5127,0.0954,3.0531,0.0039,4749.8306,44.7713,0.1862,0.058,0.0081,0.022,0.0063,0.03451743289207857,0.3302,0.03903748340317367,-0.32389999999999997,0.05449995610429563
5035683,RC,1.4858,0.0613,11.5307,0.2145,2.489,0.004,4630.7334,41.6774,0.1872,0.058,-0.0046,0.022,0.0389,0.027856173912905513,0.2887,0.03171795526507861,-0.24980000000000002,0.04414874636221856
5036052,RGB,1.6185,0.0673,6.4493,0.1201,3.0299,0.0043,4975.84,48.2115,-0.0429,0.058,0.0425,0.022,-0.0442,0.044509321360838155,0.2506,0.049067947888711355,-0.2948,0.06929524298803814
5080231,RGB,1.2938,0.0529,4.4755,0.0822,3.25,0.0042,4847.9375,48.473,0.1452,0.058,0.0284,0.022,-0.0098,0.037848062381665104,0.2625,0.042290607020104815,-0.2723,0.059360920666713744
5080720,RGB,1.524,0.0637,6.522,0.1218,2.994,0.0045,4708.4863,50.2936,0.2387,0.058,0.0123,0.022,0.0059,0.039361984876931704,0.3751,0.0431038879243376,-0.3692,0.061059180308317765
5083205,RGB,1.3351,0.0511,5.7117,0.0987,3.0518,0.0045,4919.2935,58.3293,-0.0876,0.058,0.0269,0.022,-0.032,0.06328196030214404,0.1962,0.06587575324285558,-0.22820000000000001,0.09556524438410517
5083936,RC,1.2336,0.0448,10.9126,0.1811,2.4561,0.0038,4965.2607,49.6358,-0.4007,0.058,0.0778,0.022,-0.0819,0.05359285633243778,0.2353,0.056658569661550674,-0.31720000000000004,0.08158874503487351
