KIC,Evol_State,Mass,S_Mass,Radius,S_Radius,Logg_Seis,S_Logg_Seis,Teff,S_Teff,[Fe/H],S_[Fe/H],[Alp/Fe],S_[Alp/Fe],[C/Fe],S_[C/Fe],[N/Fe],S_[N/Fe],[C/N],S_[C/N]
8866860,RGB,1.1031,0.0425,5.2291,0.0906,3.0455,0.0042,4684.883,50.939,0.2072,0.058,0.0001,0.022,0.0116,0.04148147637030495,0.2329,0.04527263700229169,-0.2213,0.06423031144487144
8868800,RC,1.2066,0.0467,11.1318,0.1964,2.4292,0.0041,4857.8457,51.604,-0.2598,0.058,0.0789,0.022,-0.0756,0.05298728733433114,0.2375,0.05611638239206215,-0.3131,0.08074102391655723
8868929,RC,1.544,0.0597,11.2746,0.1989,2.5252,0.0038,4888.833,46.9631,-0.1942,0.058,0.057,0.022,-0.0851,0.042995398865571556,0.2155,0.04717029244550152,-0.3006,0.06676260445672985
8869611,RGB,1.0433,0.0402,6.1133,0.1059,2.8856,0.0039,4681.817,43.6741,-0.0785,0.058,0.0912,0.022,0.0035,0.03542578638923853,0.1472,0.03930857703791794,-0.1437,0.055349263877826134
8870850,RGB,1.2925,0.0497,11.2149,0.1941,2.4498,0.004,4765.7144,47.3813,-0.4415,0.058,0.083,0.022,-0.0954,0.05268450283527781,0.2448,0.05557419512257364,-0.3402,0.08011206707080787
8872046,RGB,1.1588,0.0446,7.7511,0.1343,2.7251,0.0039,4703.361,43.6671,-0.0619,0.058,0.0542,0.022,-0.0097,0.03451743289207857,0.2324,0.038766389768429416,-0.24209999999999998,0.05428980725098077
8872709,RC,1.4016,0.0543,11.1521,0.1969,2.4927,0.0038,4817.485,45.5469,-0.0617,0.058,0.0337,0.022,-0.1281,0.03693970888450514,0.221,0.041206232481127765,-0.34909999999999997,0.05788264787609853
8878167,RGB,1.1313,0.0473,7.8659,0.1471,2.7019,0.0046,4651.859,52.9452,0.0431,0.058,0.0395,0.022,-0.0116,0.049656657844744614,0.242,0.05286325877513102,-0.2536,0.07587367077428595
8879369,RGB,1.135,0.0436,8.0129,0.1387,2.6872,0.004,4763.124,47.6355,-0.1523,0.058,0.057,0.022,-0.0515,0.045114890358944795,0.1793,0.04852576061922283,-0.23079999999999998,0.06931222050832281
8879518,RC,1.7292,0.063,11.2819,0.1875,2.5739,0.0036,4831.842,45.4335,0.1002,0.058,-0.0016,0.022,-0.4708,0.033003510396811965,0.608,0.0374109215947081,-1.0788,0.05217608283938882
8879938,RGB,1.4206,0.0546,7.1053,0.123,2.8891,0.004,4751.372,46.1843,0.1057,0.058,0.0043,0.022,-0.0796,0.03482021739113189,0.2667,0.03903748340317367,-0.3463,0.054712660837451854
8880420,RGB,1.1518,0.0446,13.9898,0.243,2.2016,0.0038,4524.7944,41.5801,-0.1918,0.058,0.0535,0.022,-0.0035,0.03482021739113189,0.1798,0.03822420249894089,-0.1833,0.05408589000694356
8880751,RGB,1.1581,0.0485,8.1029,0.1516,2.6863,0.0043,4613.3794,45.6068,0.1416,0.058,0.0491,0.022,0.0306,0.03451743289207857,0.2348,0.03822420249894089,-0.20420000000000002,0.05387114286757264
8885470,RGB,1.1638,0.0489,11.4297,0.2141,2.3868,0.0042,4490.393,42.5426,0.3468,0.058,0.0101,0.022,0.0996,0.027553389413852193,0.1832,0.031175767995590086,-0.08360000000000001,0.04351542648310757
8888925,RC,1.133,0.044,10.7561,0.1901,2.4317,0.004,4730.9653,48.944,-0.0062,0.058,0.015,0.022,-0.0042,0.04602324385610476,0.1051,0.049610135158199876,-0.1093,0.07078956378969191
8891957,RGB,1.4282,0.0548,8.7365,0.1511,2.7119,0.0042,4815.9224,51.5531,-0.186,0.058,0.0238,0.022,0.0269,0.05722627032107763,0.1311,0.05991169327848182,-0.10419999999999999,0.08667607766197591
8892211,RGB,1.3511,0.0563,4.9134,0.0916,3.1877,0.0049,4871.3574,60.8684,0.0899,0.058,0.0016,0.022,-0.042,0.06025411531161084,0.2373,0.06316481689541296,-0.2793,0.09132482837390422
8892924,RC,1.2332,0.0507,13.2417,0.2457,2.2879,0.0041,4819.6406,46.6232,-0.3183,0.058,0.0582,0.022,-0.1345,0.045417674857998115,0.2371,0.049067947888711355,-0.37160000000000004,0.06994245176911443
8896115,RGB,1.1279,0.0434,8.5397,0.1478,2.6292,0.0039,4764.3765,45.6698,-0.3288,0.058,0.1169,0.022,0.0185,0.06146525330782412,0.1825,0.06343591053015722,-0.164,0.09240987688529864
8905921,RGB,1.3934,0.0618,27.2745,0.5502,1.6876,0.004,4314.1694,38.803,-0.1166,0.058,0.0525,0.022,0.0092,0.03027844990533208,0.1717,0.03307342343879992,-0.16249999999999998,0.04690466082404278
8907943,RC,1.1303,0.0441,10.9133,0.1933,2.418,0.0037,4579.218,40.8978,0.2515,0.058,0.0002,0.022,0.0359,0.02573668241953227,0.2575,0.029549206187124515,-0.22160000000000002,0.040980194586031075
8909673,RC,1.5856,0.0614,11.1689,0.1971,2.5449,0.0038,4859.4263,46.5795,-0.1526,0.058,0.0063,0.022,-0.1463,0.0408759073721983,0.2038,0.04500154336754743,-0.3501,0.06359171019499665
8911558,RC,1.4358,0.0522,11.0303,0.1832,2.5127,0.0036,4892.9243,46.7821,-0.0699,0.058,0.0018,0.022,-0.119,0.039059200377878384,0.3227,0.043374981559081864,-0.4417,0.06105290235604557
8914107,RGB,1.2868,0.0493,5.2695,0.091,3.1058,0.0039,4900.085,46.9614,-0.0894,0.058,0.036,0.022,-0.0517,0.03996755387503834,0.2459,0.04418826246331464,-0.29760000000000003,0.06232218693393477
8914504,RC,1.1745,0.0455,10.8093,0.1908,2.4431,0.0038,4847.7944,46.403,-0.1701,0.058,0.0407,0.022,-0.0603,0.04117869187125162,0.2162,0.04527263700229169,-0.2765,0.06401493520173213
8915481,RGB,1.6747,0.0643,21.8168,0.3757,1.9706,0.0038,4365.287,39.5251,-0.1252,0.058,0.0142,0.022,-0.0594,0.031186803402492042,0.2204,0.03415779797777697,-0.2798,0.04838245615791448
8934264,RGB,1.1242,0.0438,21.1596,0.3706,1.8187,0.0039,4403.3604,41.1451,-0.4405,0.058,0.1228,0.022,-0.0156,0.04057312287314499,0.2212,0.043374981559081864,-0.2368,0.06213239466960821
8936104,RC,1.166,0.0468,11.469,0.2102,2.3884,0.0036,4517.157,39.7432,0.3155,0.058,0.0067,0.022,0.0449,0.024222759924265664,0.2742,0.027651550743914687,-0.2293,0.038445267558895824
8936339,RC,1.6968,0.0644,11.4575,0.1974,2.5522,0.0038,4844.335,45.7317,-0.0016,0.058,0.0176,0.022,-0.1946,0.03603135538734518,0.3227,0.04039295157689498,-0.5173,0.056613886088229454
8936347,RGB,1.1918,0.0459,7.4482,0.1291,2.7719,0.0043,4664.833,52.3337,0.0795,0.058,0.0438,0.022,-0.0173,0.04602324385610476,0.3102,0.04933904152345562,-0.32749999999999996,0.07058312808722986
8936409,RGB,1.2297,0.0481,24.2594,0.4256,1.7365,0.0038,4304.744,39.3239,-0.317,0.058,0.0732,0.022,0.005,0.03482021739113189,0.1413,0.0374109215947081,-0.1363,0.0534641430440135
8937073,RC,1.1725,0.0456,12.6974,0.2247,2.3024,0.0037,4654.036,42.6572,-0.0159,0.058,0.036,0.022,-0.0322,0.032700725897758645,0.2039,0.03659764069047532,-0.2361,0.051333097078115245
8939889,RC,1.207,0.047,10.8668,0.1923,2.4503,0.0038,4652.6914,45.1414,0.1631,0.058,0.0383,0.022,0.037,0.03360907939491861,0.289,0.037682015229452366,-0.252,0.05281143562749354
8940098,RC,1.0727,0.0416,10.4559,0.1846,2.4325,0.0038,4815.093,45.6901,-0.1552,0.058,0.0377,0.022,-0.0426,0.03966476937598502,0.1965,0.04391716882857038,-0.2391,0.061899064829137325
8940241,RC,1.0953,0.0425,10.7121,0.1894,2.4206,0.004,4722.4546,49.4746,0.032,0.058,0.0488,0.022,-0.02,0.04269261436651823,0.1607,0.046628105176013,-0.1807,0.06613141778013429
8940851,RGB,1.1291,0.0433,16.2048,0.2789,2.0608,0.0037,4403.825,39.7017,-0.105,0.058,0.0798,0.022,0.0009,0.031186803402492042,0.1475,0.03415779797777697,-0.14659999999999998,0.04838245615791448
8941196,RGB,1.2475,0.048,8.1985,0.142,2.7084,0.0044,4735.578,55.0766,-0.1099,0.058,0.0434,0.022,-0.0842,0.05722627032107763,0.2845,0.05991169327848182,-0.36869999999999997,0.08667607766197591
8941202,RC,1.2908,0.05,11.2672,0.1988,2.448,0.0038,4873.5674,47.1759,-0.2434,0.058,0.0483,0.022,-0.0681,0.044206536861784836,0.2144,0.04825466698447857,-0.2825,0.06845588355399553
8946471,RC,1.2969,0.0503,10.8797,0.1922,2.4804,0.0039,4788.6914,48.4481,0.0076,0.058,0.0302,0.022,-0.066,0.04238982986746491,0.2112,0.04635701154126874,-0.2772,0.06570807512733458
8946619,RC,1.2308,0.0477,11.1678,0.1972,2.435,0.0038,4823.795,46.3066,-0.2166,0.058,0.063,0.022,-0.0555,0.044812105859891475,0.2485,0.04852576061922283,-0.304,0.06909541477743578
8946818,RC,1.0327,0.04,11.1557,0.1968,2.3598,0.004,4884.39,51.4071,-0.3583,0.058,0.1201,0.022,0.0058,0.07781561625670344,0.2006,0.07780387317160309,-0.1948,0.11512540823705095
8947422,RC,1.44,0.056,11.7545,0.2079,2.4587,0.0039,4671.261,47.26,0.1388,0.058,0.0224,0.022,-0.0319,0.03663692438545182,0.2142,0.04039295157689498,-0.24609999999999999,0.05704177732380808
8947883,RC,1.0569,0.0436,10.7328,0.1997,2.4034,0.0045,4616.109,52.8068,0.1798,0.058,0.0107,0.022,0.0245,0.0466288128542114,0.179,0.04988122879294414,-0.1545,0.0714304857915345
8950187,RC,1.1311,0.0467,11.0913,0.2064,2.4043,0.0039,4578.4307,40.7017,0.2576,0.058,0.0027,0.022,0.0197,0.02573668241953227,0.2397,0.029549206187124515,-0.22,0.040980194586031075
8952278,RGB,1.3027,0.0502,9.9498,0.1724,2.5587,0.0041,4675.329,49.0611,-0.1732,0.058,0.0621,0.022,-0.0059,0.049959442343797934,0.1617,0.05286325877513102,-0.1676,0.07609207320148541
8953366,RGB,1.4833,0.0626,17.7718,0.3339,2.1007,0.0041,4298.4272,37.5558,0.1581,0.058,0.026,0.022,0.0153,0.025131113421425627,0.1615,0.027922644378658948,-0.1462,0.039293442186268034
8957480,RGB,1.1452,0.0441,8.9236,0.1546,2.5976,0.0039,4700.9854,44.981,-0.2088,0.058,0.079,0.022,-0.0035,0.04723438185231804,0.1993,0.050423416062432655,-0.2028,0.07227790946134154
8957543,RC,1.5919,0.062,12.1467,0.215,2.4738,0.0037,4640.816,42.035,0.1984,0.058,0.0194,0.022,-0.0691,0.039361984876931704,0.4125,0.0431038879243376,-0.4816,0.061059180308317765
8957693,RGB,1.57,0.0602,6.2059,0.1072,3.0501,0.0042,4887.284,52.0679,-0.0883,0.058,0.0041,0.022,0.1545,0.06721815878983722,0.3913,0.0691288768597867,-0.23679999999999998,0.10087607326529266
8957928,RC,1.1886,0.0462,10.9268,0.1933,2.4388,0.0038,4680.018,45.4146,0.0658,0.058,0.0385,0.022,0.0671,0.037848062381665104,0.2444,0.04174841975061629,-0.1773,0.05894296083518911
8957944,RGB,1.5361,0.0589,6.7244,0.1162,2.9709,0.0039,4896.439,46.7754,-0.0679,0.058,0.0377,0.022,-0.106,0.039059200377878384,0.3075,0.04364607519382612,-0.4135,0.0612621460015323
8958065,RGB,1.2594,0.0484,8.1305,0.1407,2.7197,0.0041,4795.0767,50.1667,-0.2569,0.058,0.0667,0.022,-0.0508,0.0538956408314911,0.2311,0.056929663296294945,-0.2819,0.08201262457814329
8958208,RGB,1.3155,0.0555,17.2669,0.3242,2.0725,0.0045,4346.2354,46.9576,0.0943,0.058,0.0078,0.022,-0.038,0.03966476937598502,0.2042,0.04256170065484907,-0.2422,0.06086136423077918
8958735,RC,1.0779,0.0444,10.7528,0.1997,2.4103,0.004,4733.6294,43.916,-0.0214,0.058,0.0232,0.022,-0.088,0.034214648393025245,0.1857,0.03822420249894089,-0.2737,0.053657244867579446
8958925,RC,1.1076,0.0455,10.9692,0.2035,2.4048,0.0045,4847.9937,55.3411,-0.3321,0.058,0.0884,0.022,-0.0113,0.06388752930025068,0.1147,0.06587575324285558,-0.126,0.09600662079866187
8959259,RGB,1.4937,0.0575,8.231,0.1426,2.7832,0.0038,4701.5874,42.6795,0.2244,0.058,0.0109,0.022,-0.1486,0.027856173912905513,0.3179,0.03198904889982287,-0.4665,0.044360012584375906
8959538,RC,1.1132,0.0434,10.961,0.1942,2.4077,0.0037,4560.191,40.5105,0.2389,0.058,0.0378,0.022,0.0604,0.026039466918585587,0.2329,0.029549206187124515,-0.1725,0.04119157250454199
8960083,RGB,1.6469,0.0632,7.4224,0.1283,2.9154,0.0039,4864.867,46.1197,-0.0506,0.058,0.0167,0.022,-0.1389,0.037848062381665104,0.3288,0.042290607020104815,-0.4677,0.059360920666713744
8961152,RGB,1.1206,0.0434,10.5825,0.1839,2.4383,0.0038,4510.806,40.5282,0.0518,0.058,0.0352,0.022,0.0139,0.029067311909118793,0.184,0.032802329804055654,-0.1701,0.04583934880728166
8962109,RGB,1.073,0.0411,5.1054,0.0882,3.0543,0.0042,4920.503,52.3421,-0.3311,0.058,0.0957,0.022,-0.0605,0.06328196030214404,0.0763,0.06533356597336705,-0.1368,0.09515821690448101
8962844,RC,1.4311,0.0555,10.86,0.1918,2.5248,0.0038,4792.2324,45.1267,-0.0221,0.058,0.0031,0.022,-0.0999,0.03542578638923853,0.2506,0.039579670672662194,-0.3505,0.055558470096224236
8963972,RC,1.1401,0.0444,11.2152,0.1985,2.3981,0.0037,4635.1665,42.0295,0.103,0.058,0.0058,0.022,-0.0094,0.03027844990533208,0.1193,0.03415779797777697,-0.1287,0.04774056178584922
8964218,RGB,1.2421,0.0476,11.8124,0.2033,2.3866,0.0037,4400.6875,38.639,0.2362,0.058,0.0266,0.022,0.0537,0.024525544423318984,0.2932,0.027651550743914687,-0.23950000000000002,0.038657242938373915
8971646,RC,1.4198,0.0586,11.233,0.2089,2.492,0.004,4632.712,41.699,0.2322,0.058,-0.0004,0.022,-0.0063,0.02694782041574555,0.3071,0.03063358072610156,-0.3134,0.04267014699908113
8972013,RC,1.0472,0.0432,10.6071,0.1972,2.4096,0.004,4679.189,43.1176,-0.0204,0.058,0.0669,0.022,-0.0288,0.033003510396811965,0.1177,0.037139827959963845,-0.1465,0.05196576858996086
8973228,RGB,1.1471,0.0442,8.8267,0.153,2.6078,0.0039,4671.738,43.8544,-0.0753,0.058,0.0511,0.022,0.0444,0.03572857088829185,0.1936,0.039579670672662194,-0.1492,0.05577234764409276
8973815,RGB,1.593,0.0609,7.791,0.1345,2.8588,0.004,4970.002,48.6455,-0.283,0.058,0.0538,0.022,-0.0444,0.04874830434758465,0.1721,0.052592165140386754,-0.2165,0.07501504577981427
8978053,RC,1.2612,0.0522,12.4582,0.2321,2.3506,0.0039,4518.0166,39.9547,0.2801,0.058,0.0155,0.022,0.0505,0.024828328922372307,0.3432,0.02819373801340321,-0.2927,0.03929038574868057
8979500,RGB,1.3427,0.0559,5.1601,0.0962,3.1425,0.0043,4881.863,48.65,0.0422,0.058,0.0176,0.022,-0.0758,0.03996755387503834,0.3117,0.044459356098058914,-0.38749999999999996,0.06253108153515691
8981783,RGB,1.2564,0.0483,4.8486,0.0839,3.1677,0.0038,4768.514,43.9439,0.1845,0.058,0.0274,0.022,0.0227,0.02997566540627876,0.3634,0.03415779797777697,-0.3407,0.04752852840163767
8983847,RGB,1.1437,0.0439,4.2357,0.0733,3.2443,0.0041,4812.864,49.2552,0.2351,0.058,0.0223,0.022,-0.0225,0.03815084688071842,0.3034,0.04256170065484907,-0.3259,0.05978387166393634
8984044,RC,1.3857,0.0538,11.439,0.2022,2.4657,0.0037,4717.495,43.3519,0.0476,0.058,0.0194,0.022,-0.0117,0.032095156899652005,0.2775,0.03632654705573106,-0.2892,0.05069755022955855
8984255,RGB,1.6845,0.0657,28.458,0.4987,1.7343,0.0038,4374.2896,39.8154,-0.2221,0.058,0.0586,0.022,-0.1225,0.033306294895865285,0.3343,0.03632654705573106,-0.4568,0.05155359794540942
8984355,RGB,1.2533,0.0482,4.7595,0.0824,3.1827,0.0038,4751.6943,43.5355,0.2376,0.058,0.017,0.022,0.0001,0.028461742911012156,0.3782,0.032802329804055654,-0.3781,0.04541641675889745
8984984,RGB,1.6294,0.0635,23.6171,0.4134,1.8869,0.0037,4291.254,37.5915,0.1577,0.058,0.0027,0.022,-0.0637,0.025131113421425627,0.2833,0.027651550743914687,-0.347,0.03908478182306262
8985207,RGB,1.4278,0.0625,27.5628,0.5522,1.6894,0.0037,4102.452,36.1891,-0.0333,0.058,0.0632,0.022,0.0327,0.02694782041574555,0.1507,0.029007018917635994,-0.118,0.04141789101085258
8985246,RGB,1.6641,0.0678,28.4381,0.5228,1.7299,0.0037,4111.477,35.8134,0.1075,0.058,0.0273,0.022,0.0459,0.024525544423318984,0.2153,0.026838269839681902,-0.1694,0.038030174858298
9002344,RGB,1.7341,0.0667,11.631,0.2013,2.5472,0.0039,4760.9565,44.6955,-0.1042,0.058,0.0214,0.022,-0.0465,0.03693970888450514,0.2005,0.041206232481127765,-0.247,0.05788264787609853
9004448,RC,1.0478,0.0408,11.5472,0.2044,2.3361,0.0037,4626.437,41.9937,0.0525,0.058,0.0243,0.022,-0.0193,0.0305812344043854,0.1429,0.034428891612521224,-0.1622,0.048163329583861055
9004818,RGB,1.5952,0.0613,8.5987,0.1489,2.7738,0.0039,4755.1133,44.0016,0.0443,0.058,0.0219,0.022,-0.0416,0.033003510396811965,0.2912,0.037139827959963845,-0.3328,0.05196576858996086
9007080,RC,1.2752,0.0497,11.3261,0.2005,2.4382,0.0037,4618.4883,41.6725,0.124,0.058,0.0072,0.022,0.0053,0.028764527410065473,0.2967,0.032802329804055654,-0.2914,0.04562736817628078
9007718,RC,1.2769,0.0498,11.3742,0.2014,2.4351,0.0037,4591.3584,41.2044,0.2258,0.058,0.0071,0.022,0.0294,0.02664503591669223,0.2857,0.03009139345661304,-0.25630000000000003,0.04203692633422961
9008090,RC,1.2782,0.0496,10.8323,0.1914,2.4779,0.0039,4774.908,47.3592,-0.044,0.058,0.0231,0.022,-0.0755,0.04117869187125162,0.2329,0.04527263700229169,-0.3084,0.06401493520173213
9008236,RGB,1.2058,0.0466,13.2581,0.2302,2.2703,0.004,4538.3,44.8198,-0.1364,0.058,0.0658,0.022,-0.0255,0.04027033837409166,0.2402,0.043374981559081864,-0.2657,0.06191504047734981
9009158,RC,1.677,0.0652,14.639,0.2589,2.3343,0.0037,4687.3926,43.3065,-0.0242,0.058,0.0077,0.022,-0.117,0.033306294895865285,0.2681,0.0374109215947081,-0.3851,0.05238858390298175
9009175,RC,1.125,0.0438,10.8018,0.1913,2.4249,0.0039,4603.9077,45.4648,0.1702,0.058,0.0261,0.022,0.0663,0.03482021739113189,0.1889,0.03849529613368515,-0.12260000000000001,0.05429426397281036
9009805,RGB,1.3187,0.0506,9.4128,0.1628,2.6125,0.0039,4810.2334,46.1031,-0.2786,0.058,0.0655,0.022,-0.0926,0.04360096786367819,0.2163,0.04744138608024579,-0.3089,0.06740157719520186
9009957,RGB,1.1492,0.044,4.631,0.08,3.1688,0.0039,4889.078,46.7952,-0.0806,0.058,0.0725,0.022,-0.09,0.039361984876931704,0.201,0.04364607519382612,-0.29100000000000004,0.06147596978232975
9012783,RGB,1.2482,0.0483,10.9103,0.1896,2.459,0.004,4494.816,43.9074,0.179,0.058,0.0222,0.022,0.048,0.03360907939491861,0.2932,0.03686873432521958,-0.24520000000000003,0.052184739473973285
9015300,RGB,1.0705,0.0447,6.2723,0.1171,2.8745,0.0042,4750.9395,44.6158,-0.1356,0.058,0.0922,0.022,0.037,0.03754527788261178,0.1275,0.04174841975061629,-0.0905,0.058728645201642206
9015765,RGB,1.4051,0.054,11.2832,0.1953,2.4814,0.0041,4758.124,49.3979,-0.334,0.058,0.0928,0.022,0.1175,0.06964043478226378,0.245,0.07048434503350802,-0.1275,0.10366416511868459
9016417,RGB,1.5012,0.0626,12.162,0.227,2.4443,0.0043,4775.923,46.2364,-0.3958,0.058,0.0705,0.022,-0.1012,0.04693159735326472,0.2235,0.0501523224276884,-0.3247,0.07185418952661618
9016768,RGB,1.2361,0.0517,8.4084,0.1571,2.6824,0.0045,4712.3037,51.2656,-0.0603,0.058,0.0393,0.022,-0.0239,0.04844551984853133,0.2041,0.05177888423615397,-0.228,0.07417871074832913
9018004,RC,0.9521,0.0368,10.0401,0.177,2.416,0.0042,4946.196,55.0038,-0.3334,0.058,0.0851,0.022,0.0079,0.08417409073682318,0.1126,0.08349683950123259,-0.1047,0.12404175449091971
9018909,RGB,1.1229,0.0432,7.2808,0.1261,2.7658,0.0042,4699.341,50.1237,-0.0533,0.058,0.0674,0.022,0.0404,0.04723438185231804,0.1759,0.050423416062432655,-0.1355,0.07227790946134154
9019877,RGB,1.6975,0.0652,9.3678,0.162,2.7263,0.0039,4810.607,45.554,-0.1088,0.058,0.0208,0.022,-0.1099,0.03815084688071842,0.2212,0.04256170065484907,-0.3311,0.05978387166393634
9020419,RC,1.1529,0.0445,10.7159,0.1888,2.4425,0.0039,4986.78,49.4738,-0.4212,0.058,0.0778,0.022,-0.0193,0.055409563326757706,0.2856,0.058285131470016245,-0.3049,0.08413220448369299
9020943,RC,1.046,0.0405,10.4313,0.184,2.4236,0.004,4903.4863,50.0874,-0.3078,0.058,0.0759,0.022,0.0257,0.05329007183338446,0.092,0.05638747602680642,-0.0663,0.08116487808158442
9021204,RGB,1.5081,0.0603,25.534,0.4583,1.7823,0.0037,4121.1865,35.6696,0.1642,0.058,0.0349,0.022,0.0464,0.023919975425212344,0.2022,0.026024988935449113,-0.1558,0.03697581391757047
9021671,RGB,1.0892,0.0419,9.2482,0.1602,2.5444,0.0043,4725.4155,52.6738,-0.2961,0.058,0.0985,0.022,0.0064,0.0611624688087708,0.1548,0.0628937232606687,-0.1484,0.09178265615993775
9021799,RC,1.2651,0.049,11.094,0.1958,2.4527,0.0041,4852.4062,52.4007,-0.2279,0.058,0.0459,0.022,-0.1144,0.058134623818237585,0.1316,0.0607249741827146,-0.246,0.0879481581808359
9024483,RC,1.2134,0.0472,11.2092,0.1983,2.4256,0.0038,4673.307,44.3781,0.0647,0.058,0.0287,0.022,-0.0071,0.04783995085042469,0.1877,0.05123669696666545,-0.1948,0.07333132402200637
9025029,RC,1.5555,0.0602,11.3499,0.2003,2.5227,0.0038,4875.3257,47.1872,-0.1773,0.058,0.0469,0.022,-0.089,0.045114890358944795,0.2163,0.049067947888711355,-0.3053,0.0697260681739712
9025216,RC,1.0122,0.0391,10.3779,0.183,2.4138,0.004,4929.0786,50.5945,-0.3775,0.058,0.0954,0.022,0.0764,0.062070822305930765,0.2019,0.06424919143439001,-0.1255,0.09346150521213277
9025447,RC,1.1128,0.0433,11.0359,0.1952,2.4016,0.0037,4694.351,43.2824,-0.0264,0.058,0.0369,0.022,0.0642,0.03360907939491861,0.1631,0.037682015229452366,-0.0989,0.05281143562749354
9025498,RGB,1.1123,0.0429,8.1488,0.1413,2.6638,0.0038,4616.3843,42.0988,0.018,0.058,0.0489,0.022,0.0306,0.04148147637030495,0.2255,0.04500154336754743,-0.19490000000000002,0.06402291118362037
9025882,RC,1.1225,0.0437,10.6538,0.1886,2.436,0.0037,4622.4116,41.7934,0.1746,0.058,0.0135,0.022,0.025,0.032095156899652005,0.2443,0.03578435978624253,-0.2193,0.05027775425991509
9026209,RGB,1.373,0.061,23.2569,0.4697,1.8239,0.0039,4224.712,36.894,0.1569,0.058,-0.0094,0.022,-0.0119,0.02694782041574555,0.2201,0.029549206187124515,-0.23199999999999998,0.041832447670382
9026308,RC,1.2305,0.0476,10.811,0.1907,2.4631,0.0039,4904.676,49.5101,-0.2628,0.058,0.0629,0.022,-0.0425,0.05662070132297099,0.2054,0.05964059964373755,-0.2479,0.08603269625430159
9027654,RC,1.1825,0.0461,10.9794,0.1945,2.4324,0.0036,4578.0454,40.4685,0.2412,0.058,0.0202,0.022,0.0415,0.026039466918585587,0.1088,0.029820299821868776,-0.0673,0.0414026030011208
9027871,RGB,1.6067,0.062,11.4203,0.198,2.5298,0.0038,4630.8755,42.161,0.0984,0.058,-0.0013,0.022,-0.0898,0.029672880907225436,0.3401,0.03334451707354418,-0.4299,0.04668491506591969
9028321,RGB,1.454,0.0561,10.385,0.1801,2.5693,0.0038,4638.115,42.2752,0.0645,0.058,0.0187,0.022,-0.1017,0.0305812344043854,0.3147,0.034428891612521224,-0.4164,0.048163329583861055
9028697,RGB,1.2748,0.0491,8.5493,0.1482,2.6814,0.0038,4667.3125,43.0883,0.0077,0.058,0.0343,0.022,-0.06,0.032095156899652005,0.2433,0.03632654705573106,-0.3033,0.05069755022955855
9028967,RC,1.3215,0.0512,11.4293,0.2019,2.4458,0.0038,4792.0117,46.2115,-0.1722,0.058,0.0594,0.022,0.0229,0.042995398865571556,0.2334,0.046899198810757256,-0.2105,0.06655478262112063
9029603,RGB,1.7712,0.067,6.4767,0.1106,3.0653,0.0038,4900.9766,45.5012,0.2891,0.058,-0.0087,0.022,-0.1558,0.029672880907225436,0.5218,0.034428891612521224,-0.6776,0.047529559825806166
9030294,RC,1.435,0.0556,10.9166,0.1928,2.5215,0.0039,4809.3716,47.0483,-0.0603,0.058,0.0174,0.022,-0.0792,0.04360096786367819,0.2484,0.04744138608024579,-0.3276,0.06740157719520186
9031080,RC,1.4693,0.0604,10.8088,0.2006,2.5403,0.004,4815.1943,45.1488,0.0171,0.058,0.0061,0.022,-0.1021,0.03482021739113189,0.2593,0.03930857703791794,-0.36139999999999994,0.05492267117477851
9031549,RGB,1.1611,0.0484,7.3561,0.1372,2.7713,0.0044,4846.33,50.0075,-0.3477,0.058,0.0744,0.022,-0.0117,0.05329007183338446,0.1372,0.05611638239206215,-0.14889999999999998,0.08095990280768045
9031798,RGB,1.1663,0.0447,5.9271,0.1025,2.9609,0.0041,4862.0083,49.7065,-0.1739,0.058,0.0565,0.022,0.0244,0.049959442343797934,0.1491,0.053676539679363804,-0.1247,0.0767094226283672
9032691,RC,1.3571,0.0526,11.4424,0.202,2.4564,0.0038,4833.315,45.9189,-0.1554,0.058,0.0293,0.022,-0.0919,0.04027033837409166,0.2602,0.044459356098058914,-0.35209999999999997,0.0627453355493268
9033281,RC,1.6751,0.0685,11.3311,0.2098,2.5563,0.0044,5044.417,56.2023,-0.3205,0.058,0.0169,0.022,0.0682,0.06752094328889054,0.1659,0.06939997049453098,-0.0977,0.10130031863777694
9034557,RC,1.749,0.0679,11.9256,0.2108,2.5306,0.0037,4719.26,43.4482,0.1583,0.058,-0.0125,0.022,-0.1468,0.029672880907225436,0.3476,0.0338867043430327,-0.49440000000000006,0.04710601032711553
9045280,RC,1.7101,0.0703,10.9937,0.204,2.5915,0.004,4815.065,45.1794,0.0538,0.058,-0.0125,0.022,-0.1353,0.033911863893971925,0.2587,0.03822420249894089,-0.394,0.053444206202413316
9047061,RC,1.4769,0.0607,11.0344,0.2047,2.5246,0.0045,4840.7803,54.8188,-0.0163,0.058,0.0014,0.022,-0.0573,0.05359285633243778,0.2293,0.056929663296294945,-0.2866,0.08179403633694754
9049147,RGB,1.6121,0.0619,7.7583,0.1342,2.8677,0.0039,4819.917,45.3616,0.0397,0.058,-0.0232,0.022,-0.123,0.034214648393025245,0.2246,0.038766389768429416,-0.3476,0.05407727816033454
9051516,RGB,1.2149,0.0472,16.7703,0.2921,2.063,0.0038,4351.9893,39.8763,0.0714,0.058,0.0534,0.022,0.054,0.029067311909118793,0.1859,0.03198904889982287,-0.13190000000000002,0.0452115135595144
