KIC,Mass,S_Mass,Radius,S_Radius,Logg_Seis,S_Logg_Seis,Teff,S_Teff,[Fe/H],S_[Fe/H],[Alp/Fe],S_[Alp/Fe],[C/Fe],S_[C/Fe],[N/Fe],S_[N/Fe],[C/N],S_[C/N]
11391750,1.2278,0.0471,6.9357,0.12,2.8467,0.0041,4811.9424,50.0365,-0.1502,0.058,0.0453,0.022,-0.0329,0.04844551984853133,0.1964,0.052049977870898226,-0.2293,0.07438489466993183
11400880,1.3544,0.0521,9.4576,0.1638,2.62,0.0043,4725.9873,52.4989,-0.0712,0.058,0.0314,0.022,-0.095,0.04632602835515808,0.2346,0.04988122879294414,-0.3296,0.07121314709910628
11401925,1.2287,0.0476,13.7978,0.2397,2.243,0.0043,4503.585,49.6515,-0.1362,0.058,0.0682,0.022,0.0064,0.044206536861784836,0.1762,0.04717029244550152,-0.1698,0.06762887470054767
11403918,1.181,0.0456,7.4805,0.1298,2.7642,0.0038,4592.614,41.2674,0.1915,0.058,0.0233,0.022,0.0288,0.02725060491479887,0.2644,0.030904674360845825,-0.23560000000000003,0.04309276270713675
11404916,1.1013,0.0463,13.0185,0.244,2.2461,0.0041,4478.124,40.2658,-0.0094,0.058,0.0266,0.022,0.0169,0.02997566540627876,0.1952,0.03334451707354418,-0.17830000000000001,0.04689831115136768
11407805,1.3091,0.0504,5.2404,0.0907,3.118,0.0042,4741.781,50.8144,0.3037,0.058,0.0149,0.022,0.0456,0.04057312287314499,0.3523,0.04473044973280317,-0.3067,0.06316851014255172
11410478,1.5587,0.0604,14.7535,0.2566,2.2896,0.0039,4447.8286,42.9806,0.1899,0.058,0.0197,0.022,0.0127,0.037848062381665104,0.3469,0.04093513884638351,-0.3342,0.05831985599115237
11410622,1.296,0.0489,5.3656,0.0916,3.0931,0.0041,4982.955,52.1416,-0.2175,0.058,0.062,0.022,-0.0744,0.054803994328651066,0.2219,0.058285131470016245,-0.2963,0.08369474263133934
11410886,1.3594,0.0523,6.0321,0.1044,3.0122,0.0041,4750.688,48.6492,0.1936,0.058,0.0053,0.022,-0.1054,0.04783995085042469,0.3277,0.051507790601409705,-0.4331,0.07353767396048408
11411163,1.2682,0.0488,9.3272,0.1616,2.6035,0.0039,4711.7104,44.2048,-0.2089,0.058,0.0539,0.022,-0.0678,0.039059200377878384,0.2141,0.04283279428959334,-0.28190000000000004,0.06063588494791823
11415061,1.6368,0.0639,26.5504,0.4654,1.7836,0.0038,4352.2397,39.4927,-0.1896,0.058,0.0345,0.022,-0.0781,0.032397941398705325,0.3027,0.03524217251675401,-0.3808,0.0500759154649694
11415780,1.2622,0.0488,9.4723,0.1645,2.588,0.004,4550.2754,45.1124,0.2336,0.058,0.0206,0.022,0.0289,0.043298183364624876,0.2991,0.046628105176013,-0.2702,0.06656409360621698
11441797,1.2487,0.048,8.5946,0.1488,2.6678,0.0039,4753.9873,45.0803,-0.2067,0.058,0.0567,0.022,-0.0163,0.03996755387503834,0.222,0.04364607519382612,-0.2383,0.061905844532845554
11442897,1.3093,0.0501,6.0464,0.1044,2.9939,0.0041,4979.102,51.0191,-0.3571,0.058,0.0909,0.022,-0.0022,0.056015132324864346,0.1278,0.05909841237424903,-0.13,0.08518486722525309
11453225,1.1637,0.0448,6.5917,0.1142,2.8676,0.0041,4718.8037,47.8334,0.0645,0.058,0.0366,0.022,0.0304,0.03966476937598502,0.225,0.04364607519382612,-0.1946,0.0616905385415666
11453905,1.1702,0.0453,15.4278,0.2679,2.1209,0.0038,4535.2188,41.8961,-0.2447,0.058,0.0504,0.022,-0.0565,0.0363341398863985,0.1915,0.03985076430740646,-0.248,0.056410312042606686
11455243,1.2224,0.0514,15.9984,0.3,2.108,0.0044,4420.95,45.6282,-0.1385,0.058,0.0503,0.022,0.0013,0.055106778827704386,0.1787,0.056658569661550674,-0.1774,0.0826892393685678
11456172,0.9716,0.0409,14.6842,0.2755,2.0819,0.0041,4402.5195,39.9961,-0.1658,0.058,0.089,0.022,0.0199,0.032397941398705325,0.1411,0.035513266151498274,-0.1212,0.05028359463393177
11456449,1.5406,0.0591,6.7802,0.1172,2.965,0.0039,4843.735,45.7119,0.0248,0.058,0.0024,0.022,-0.077,0.03512300189018521,0.246,0.039579670672662194,-0.323,0.05534542252109275
11460287,1.3806,0.0531,7.1143,0.1231,2.8756,0.0042,4776.876,50.6412,0.0011,0.058,0.0303,0.022,-0.1132,0.05995133081255752,0.3538,0.06262262962592444,-0.46699999999999997,0.09069653812398702
11462100,1.1998,0.0462,18.4008,0.3176,1.974,0.0037,4254.4434,37.5533,0.0692,0.058,0.0602,0.022,0.018,0.029370096408172116,0.1822,0.03226014253456713,-0.1642,0.045634750282182224
11462235,1.174,0.0452,9.3064,0.1613,2.5717,0.0042,4688.6553,50.2422,-0.184,0.058,0.0548,0.022,-0.0027,0.055106778827704386,0.2027,0.05747185056578347,-0.2054,0.08329950379488191
11466172,1.2164,0.047,13.1027,0.2275,2.2847,0.0041,4558.5435,47.793,-0.2146,0.058,0.1019,0.022,0.0311,0.049656657844744614,0.2175,0.0523210715056425,-0.1864,0.07546318268847378
11467232,1.1208,0.0468,9.9546,0.1859,2.4922,0.0046,4722.172,52.6581,-0.3043,0.058,0.0895,0.022,0.0225,0.06085968430971748,0.0443,0.0628937232606687,-0.0218,0.09156149646383398
11467720,1.2298,0.0515,11.1521,0.2086,2.4329,0.0043,4604.6416,45.6297,-0.0595,0.058,0.0476,0.022,-0.0466,0.045114890358944795,0.2476,0.04825466698447857,-0.2942,0.0691059624885386
11468149,1.0064,0.0387,8.5736,0.1485,2.5761,0.0044,4736.647,54.9902,-0.4395,0.058,0.0947,0.022,-0.0358,0.08780750472546303,0.0334,0.08566558857918669,-0.0692,0.12834137905753137
11494169,1.3601,0.0524,10.7698,0.1866,2.5081,0.0041,4690.224,49.1984,-0.1997,0.058,0.0727,0.022,-0.0401,0.04874830434758465,0.2038,0.05177888423615397,-0.2439,0.07439674244157474
11494511,1.3554,0.053,19.309,0.3387,1.9856,0.0037,4176.963,36.1966,0.2033,0.058,0.0236,0.022,0.0543,0.02361719092615902,0.1602,0.026024988935449113,-0.10590000000000001,0.036760397819870186
11496497,1.4084,0.054,5.0888,0.088,3.1753,0.0042,4849.463,51.2735,0.1446,0.058,-0.0094,0.022,-0.0339,0.04238982986746491,0.29,0.046628105176013,-0.32389999999999997,0.06591610109044668
11496569,1.6362,0.0629,9.1217,0.1579,2.7335,0.0039,4752.3916,44.226,0.0192,0.058,0.0055,0.022,-0.1533,0.03360907939491861,0.2655,0.037682015229452366,-0.4188,0.05281143562749354
11498178,1.3316,0.051,4.6757,0.0807,3.2245,0.0039,4953.096,47.7652,-0.0598,0.058,0.0139,0.022,-0.0624,0.04027033837409166,0.2421,0.04473044973280317,-0.3045,0.06295411675151234
11506212,1.2469,0.0482,10.561,0.1834,2.4872,0.0039,4522.29,42.2628,0.1129,0.058,0.0252,0.022,0.0127,0.032397941398705325,0.2257,0.03578435978624253,-0.21300000000000002,0.050491875113546525
11507936,1.2987,0.0541,7.4725,0.1393,2.8064,0.0046,4896.689,54.218,-0.3259,0.058,0.0573,0.022,-0.0082,0.08629358223019643,0.1459,0.08539449494444241,-0.15410000000000001,0.12701419460968408
11508329,1.1648,0.0487,8.4444,0.1578,2.6529,0.0045,4680.2783,50.4567,-0.0126,0.058,0.0312,0.022,-0.009,0.05995133081255752,0.2137,0.06235153599118017,-0.2227,0.09049258684537757
11511693,1.1675,0.0487,9.9028,0.1849,2.5147,0.0049,4759.9873,60.3023,-0.3851,0.058,0.1041,0.022,-0.0202,0.08356852173871654,0.1472,0.08241246496225553,-0.1674,0.122793181455563
11513798,1.1428,0.0441,6.5751,0.114,2.8619,0.0039,4624.368,43.8901,0.238,0.058,0.022,0.022,-0.0049,0.02997566540627876,0.1781,0.0338867043430327,-0.183,0.04731783547581279
11514322,1.5961,0.0614,9.4464,0.1636,2.6923,0.0038,4712.5444,43.2929,0.0787,0.058,-0.0079,0.022,-0.1527,0.031186803402492042,0.315,0.035513266151498274,-0.4677,0.0494296936726955
11515176,1.3664,0.057,5.0611,0.0945,3.1669,0.0046,4802.831,54.05,0.1665,0.058,0.0191,0.022,-0.0663,0.06055689981066416,0.3699,0.06343591053015722,-0.43620000000000003,0.09174882659526389
11515377,1.3195,0.0505,4.7621,0.0822,3.2046,0.004,4961.711,48.0795,-0.1236,0.058,0.0307,0.022,-0.0826,0.04269261436651823,0.2351,0.04717029244550152,-0.3177,0.06654771905374329
11515424,1.5988,0.0613,5.944,0.1027,3.0954,0.004,4877.0,48.9825,0.1059,0.058,0.0024,0.022,-0.1522,0.052078933837171174,0.3375,0.055845288757317896,-0.4897,0.07988123584516262
11517291,1.0525,0.0408,15.2612,0.2654,2.0831,0.0038,4448.9155,41.0869,-0.3166,0.058,0.1072,0.022,-0.0015,0.03693970888450514,0.1332,0.04012185794215072,-0.13470000000000001,0.05704940280997096
11517524,1.3869,0.0534,6.7674,0.1172,2.921,0.0039,4734.6226,45.3686,0.1844,0.058,0.0126,0.022,0.0112,0.032397941398705325,0.3096,0.03686873432521958,-0.2984,0.05133086342881433
11517707,1.1919,0.0474,27.0477,0.4842,1.6254,0.0038,4252.0547,38.3867,-0.2175,0.058,0.1002,0.022,0.0036,0.031792372400598685,0.1814,0.034428891612521224,-0.1778,0.04902179439571293
11518492,1.2752,0.0492,9.14,0.1585,2.6235,0.0038,4648.005,42.3028,0.0446,0.058,0.0222,0.022,-0.0144,0.031186803402492042,0.2772,0.03497107888200975,-0.2916,0.049008985349036985
11519405,1.3253,0.0507,5.7332,0.099,3.0453,0.0042,4942.9688,53.2043,-0.3104,0.058,0.0742,0.022,-0.0431,0.06540145179551729,0.1377,0.06750231505132114,-0.1808,0.09833075300230115
11519450,1.3612,0.0516,7.9601,0.1361,2.7719,0.004,4820.4077,49.7061,-0.1673,0.058,0.0756,0.022,-0.0751,0.04874830434758465,0.2843,0.0523210715056425,-0.3594,0.07480853008862132
11519735,1.3755,0.0534,13.0134,0.2265,2.3458,0.0038,4407.8384,38.8052,0.2341,0.058,0.0208,0.022,0.1055,0.024525544423318984,0.1321,0.027651550743914687,-0.0266,0.038657242938373915
11520578,1.2738,0.0491,6.2766,0.1088,2.9495,0.0042,4676.658,50.1297,0.274,0.058,0.0387,0.022,0.0254,0.04844551984853133,0.3446,0.05177888423615397,-0.31920000000000004,0.07417871074832913
11521197,1.73,0.0664,9.2873,0.1606,2.7421,0.0042,4822.6714,51.3273,-0.0985,0.058,0.0214,0.022,-0.1934,0.04935387334569128,0.3228,0.05286325877513102,-0.5162,0.07565584965047309
11521352,1.363,0.0522,6.5749,0.1136,2.9385,0.0043,4882.311,53.8728,-0.1027,0.058,0.046,0.022,-0.0273,0.054803994328651066,0.2255,0.058285131470016245,-0.2528,0.08369474263133934
11546913,1.5976,0.0611,5.4649,0.0943,3.1681,0.004,5022.9316,49.4632,-0.1641,0.058,0.0644,0.022,-0.1038,0.04602324385610476,0.2405,0.0501523224276884,-0.3443,0.07120373609580313
11547411,1.2214,0.0469,6.1623,0.1066,2.9472,0.0041,4802.987,50.271,0.0691,0.058,0.0155,0.022,0.021,0.04269261436651823,0.1819,0.046628105176013,-0.16090000000000002,0.06613141778013429
11550492,1.1225,0.0432,6.379,0.1105,2.8805,0.0038,4723.295,43.6618,-0.0194,0.058,0.0369,0.022,-0.027,0.033911863893971925,0.2099,0.03795310886419663,-0.2369,0.053234322895823215
11554144,1.0222,0.0427,8.8381,0.165,2.5563,0.0046,4748.4565,53.9942,-0.3907,0.058,0.1233,0.022,0.0404,0.07085157277847706,0.0333,0.0712976259377408,0.007099999999999995,0.10516067878800736
11555266,1.1849,0.0456,5.4569,0.0946,3.0396,0.004,4687.1084,45.4732,0.3042,0.058,0.0353,0.022,0.0422,0.033003510396811965,0.3013,0.037139827959963845,-0.2591,0.05196576858996086
11557992,1.1835,0.0457,8.3874,0.1455,2.6657,0.0042,4630.199,49.6856,0.0414,0.058,0.0443,0.022,0.0199,0.03966476937598502,0.2318,0.043374981559081864,-0.2119,0.061482500338656376
11558398,1.539,0.0643,12.621,0.2358,2.4226,0.0042,4718.0186,45.0995,-0.3855,0.058,0.0872,0.022,-0.0705,0.044812105859891475,0.2246,0.04825466698447857,-0.2951,0.0688886203117651
11559187,1.3296,0.0512,8.0307,0.1392,2.754,0.0041,4667.2754,48.4723,0.1047,0.058,0.0041,0.022,0.0111,0.03482021739113189,0.2826,0.038766389768429416,-0.2715,0.054503189689896384
11559206,1.3736,0.053,7.5515,0.131,2.8216,0.0039,4615.1616,43.1968,0.2919,0.058,0.0279,0.022,0.0644,0.026342251417638907,0.3886,0.03009139345661304,-0.3242,0.04182506561489895
11559645,1.5894,0.0612,14.2155,0.2462,2.3311,0.0039,4726.457,44.4844,-0.2574,0.058,0.0669,0.022,-0.0339,0.05086779584095789,0.1895,0.053676539679363804,-0.2234,0.07736371535219612
11560939,1.4932,0.0572,5.5751,0.0963,3.1214,0.0039,4907.25,46.728,-0.0053,0.058,0.0142,0.022,-0.1022,0.03754527788261178,0.2833,0.04201951338536055,-0.3855,0.05893800034894713
11561367,1.4587,0.0606,5.5475,0.1033,3.1156,0.0047,4966.956,57.1541,-0.189,0.058,0.0393,0.022,-0.0447,0.06600702079362393,0.2189,0.06804450232080966,-0.2636,0.09917916352384865
11561379,1.0723,0.0412,6.3075,0.1091,2.8704,0.004,4824.2466,47.8623,-0.3085,0.058,0.1007,0.022,-0.0017,0.04905108884663797,0.1274,0.0523210715056425,-0.12910000000000002,0.07502616036822775
11564024,1.5521,0.0596,5.3881,0.0932,3.1678,0.0043,4825.5723,53.2372,0.1593,0.058,0.0434,0.022,-0.0549,0.057529054820130945,0.3894,0.0607249741827146,-0.44430000000000003,0.08750931811289386
11564401,1.2275,0.0471,5.9813,0.1034,2.9752,0.0045,4846.1626,57.6975,-0.2525,0.058,0.0961,0.022,-0.1643,0.08387130623776985,0.2266,0.08322574586648833,-0.3909,0.12361713253087696
11566273,1.2321,0.0475,8.5464,0.1482,2.6669,0.0043,4652.072,51.5278,0.0631,0.058,0.0239,0.022,-0.1273,0.05904297731539755,0.2317,0.061538255086947394,-0.359,0.0892203291806438
11566466,1.1684,0.0448,5.3173,0.0919,3.056,0.0042,4845.7407,51.8849,-0.1356,0.058,0.0562,0.022,-0.0296,0.06964043478226378,0.2336,0.0712976259377408,-0.2632,0.10427022733218214
11567392,1.1099,0.0425,4.1756,0.0721,3.2436,0.0043,4952.2485,55.8781,-0.2676,0.058,0.0795,0.022,0.0149,0.08144903024534329,0.1039,0.08132809042327849,-0.08900000000000001,0.12042056410722485
11567563,1.5131,0.0583,11.0735,0.1919,2.5305,0.004,4664.7847,46.8489,0.0319,0.058,0.0182,0.022,-0.1257,0.03845363137977174,0.2626,0.042290607020104815,-0.3883,0.05978937033279768
11568605,1.5558,0.06,10.4069,0.1804,2.5971,0.0038,4647.306,42.4172,0.1062,0.058,-0.0015,0.022,-0.0848,0.029672880907225436,0.284,0.03361561070828844,-0.36879999999999996,0.0468951517757052
11569693,1.2693,0.0531,8.9562,0.1674,2.6391,0.0042,4659.61,42.6895,0.0589,0.058,0.0217,0.022,-0.034,0.030884018903438722,0.3033,0.03497107888200975,-0.33730000000000004,0.04879634996659689
11598116,1.0356,0.0401,14.0125,0.2435,2.1525,0.0039,4504.26,41.7375,-0.2771,0.058,0.0745,0.022,0.0185,0.03663692438545182,0.147,0.04012185794215072,-0.1285,0.056833605551746255
11599342,1.3308,0.051,5.8726,0.1015,3.0262,0.0039,4891.998,47.0745,-0.1126,0.058,0.0487,0.022,-0.0696,0.04027033837409166,0.2592,0.04473044973280317,-0.3288,0.06295411675151234
11600604,1.4926,0.0571,6.9209,0.1195,2.9334,0.0042,4969.7036,52.5867,-0.3778,0.058,0.064,0.022,-0.0413,0.05995133081255752,0.188,0.06262262962592444,-0.2293,0.09069653812398702
11601202,1.6315,0.0634,20.1865,0.353,2.0285,0.0038,4499.9126,41.6947,-0.3235,0.058,0.057,0.022,-0.0545,0.03815084688071842,0.2617,0.041206232481127765,-0.3162,0.05874338657561693
11602793,1.314,0.0503,5.9718,0.1031,3.0062,0.0041,4960.6865,50.5504,-0.1528,0.058,0.0535,0.022,-0.0268,0.049959442343797934,0.2417,0.053676539679363804,-0.2685,0.0767094226283672
11605355,1.2107,0.0466,9.535,0.1651,2.5639,0.004,4722.0264,47.1948,-0.2106,0.058,0.0585,0.022,-0.0273,0.04935387334569128,0.1493,0.0523210715056425,-0.17659999999999998,0.07524437960461652
11605924,1.2018,0.0503,8.5631,0.1601,2.6544,0.0041,4640.2563,42.4493,-0.0278,0.058,0.0554,0.022,-0.0098,0.03360907939491861,0.1858,0.0374109215947081,-0.1956,0.052601969384828993
11606451,1.4625,0.0563,7.4854,0.1296,2.8565,0.0038,4733.2007,43.5998,0.145,0.058,0.013,0.022,-0.0734,0.03027844990533208,0.4199,0.034428891612521224,-0.4933,0.04795109181838281
11607019,1.0807,0.0417,8.8055,0.1527,2.5839,0.0039,4639.5674,44.8659,-0.0304,0.058,0.0498,0.022,-0.0522,0.038756415878825064,0.1199,0.042290607020104815,-0.1721,0.06000473974068467
11607216,1.1549,0.0446,8.4909,0.1474,2.6444,0.0038,4559.995,40.5513,0.1931,0.058,0.0215,0.022,0.0238,0.02664503591669223,0.2481,0.0303624870913573,-0.2243,0.0422475808014557
11612603,1.0783,0.0415,6.5562,0.1136,2.8392,0.0038,4683.258,43.1234,0.0017,0.058,0.0632,0.022,-0.0236,0.032700725897758645,0.1586,0.03659764069047532,-0.1822,0.051333097078115245
11615560,1.3743,0.0576,10.6556,0.1994,2.5221,0.0041,4568.803,40.7529,0.164,0.058,0.0171,0.022,-0.0705,0.04027033837409166,0.3079,0.04364607519382612,-0.3784,0.06212188009072895
11615890,1.4476,0.0555,5.3076,0.0917,3.1506,0.0039,4905.958,46.7646,0.0259,0.058,0.0218,0.022,-0.1626,0.03663692438545182,0.2788,0.041206232481127765,-0.4414,0.057669430221797394
11616096,1.2788,0.0495,16.3344,0.2837,2.1094,0.0041,4537.591,46.2926,-0.2582,0.058,0.0403,0.022,-0.0457,0.062070822305930765,0.242,0.06343591053015722,-0.2877,0.09285289929085085
11617501,1.144,0.0441,9.5785,0.1661,2.5351,0.0038,4624.5767,42.4493,-0.0822,0.058,0.0541,0.022,0.0159,0.034214648393025245,0.235,0.03822420249894089,-0.2191,0.053657244867579446
11617824,1.5415,0.0595,16.2323,0.2816,2.1989,0.0041,4610.473,48.4718,-0.3991,0.058,0.0951,0.022,0.0292,0.07630169376143683,0.1844,0.075635124093649,-0.1552,0.11240190704281709
11620695,1.2938,0.054,10.1975,0.1904,2.5341,0.0046,4772.633,52.5592,-0.2646,0.058,0.0773,0.022,-0.0486,0.05722627032107763,0.2173,0.05964059964373755,-0.26589999999999997,0.08647195065459412
11621159,1.3834,0.0613,28.3086,0.5706,1.6511,0.004,4373.39,40.492,-0.4188,0.058,0.0675,0.022,-0.0848,0.03845363137977174,0.2438,0.041206232481127765,-0.3286,0.05896049519757018
11621486,1.3974,0.0537,11.4058,0.1974,2.4694,0.0039,4771.006,45.7362,-0.3579,0.058,0.0928,0.022,-0.0158,0.045417674857998115,0.2117,0.04879685425396709,-0.2275,0.0697358387530611
11623314,1.1841,0.0486,26.0733,0.4852,1.6552,0.0038,4239.171,38.0774,-0.1485,0.058,0.0324,0.022,-0.0374,0.03027844990533208,0.2133,0.032802329804055654,-0.2507,0.04669728212283868
11651776,1.2513,0.0484,12.4625,0.2165,2.3421,0.0038,4525.5615,41.7442,-0.0612,0.058,0.0668,0.022,0.0074,0.032700725897758645,0.1539,0.03632654705573106,-0.14650000000000002,0.051123779363289434
11653236,1.1206,0.0437,19.9817,0.35,1.8688,0.0038,4396.004,40.5521,-0.3456,0.058,0.1073,0.022,0.0208,0.03693970888450514,0.1634,0.03985076430740646,-0.1426,0.0568424153139607
11654142,1.3051,0.0545,10.7312,0.2005,2.4931,0.0042,4715.393,44.052,-0.1416,0.058,0.0828,0.022,-0.0585,0.03693970888450514,0.2104,0.04093513884638351,-0.26890000000000003,0.05767355380786322
11654305,1.2855,0.0495,9.2021,0.1595,2.6211,0.0038,4666.6055,42.9249,0.0163,0.058,0.029,0.022,-0.0502,0.032095156899652005,0.2435,0.036055453420986795,-0.2937,0.05048736074098855
11656337,1.1945,0.0457,18.8811,0.3246,1.9484,0.0038,4459.7085,41.1962,-0.3138,0.058,0.0884,0.022,0.0307,0.04148147637030495,0.1983,0.044459356098058914,-0.1676,0.06360954805074197
11657118,1.2554,0.0523,6.0586,0.1129,2.9738,0.0043,4903.036,47.8078,-0.304,0.058,0.0906,0.022,0.0559,0.04753716635137136,0.1864,0.05123669696666545,-0.1305,0.07311408925059089
11657306,1.2243,0.0511,4.7882,0.0893,3.1673,0.0045,4813.56,51.7388,0.1241,0.058,0.0206,0.022,-0.0346,0.04360096786367819,0.2444,0.04771247971499005,-0.279,0.06760919974808534
11658270,1.4078,0.0591,13.5977,0.2546,2.3169,0.0041,4544.7485,41.1542,-0.0139,0.058,0.0199,0.022,-0.0353,0.030884018903438722,0.215,0.034428891612521224,-0.25029999999999997,0.04837653133016055
11658976,1.3926,0.0582,8.6388,0.1613,2.7107,0.0042,4743.883,44.4619,-0.0355,0.058,0.0312,0.022,-0.1079,0.03663692438545182,0.243,0.040664045211639244,-0.3509,0.0572504758410262
11658986,1.1356,0.0474,4.8371,0.0903,3.1259,0.0042,4802.7563,44.8975,-0.0001,0.058,0.0665,0.022,-0.016,0.03512300189018521,0.199,0.03930857703791794,-0.21500000000000002,0.055135548713531185
11661782,1.6288,0.0624,9.4844,0.1639,2.6976,0.004,4887.4375,47.5352,-0.2955,0.058,0.0476,0.022,-0.0428,0.05419842533054442,0.1674,0.0572007569310392,-0.2102,0.08243651651718481
11662090,1.1742,0.0452,9.4345,0.1635,2.5598,0.004,4693.1035,45.7349,-0.16,0.058,0.0555,0.022,-0.0135,0.03724249338355846,0.1907,0.04093513884638351,-0.20420000000000002,0.057888205908079235
11663297,1.2629,0.0482,8.4903,0.1458,2.6833,0.0039,4530.149,44.3687,0.3544,0.058,-0.002,0.022,0.0114,0.02573668241953227,0.3731,0.029278112552380258,-0.36169999999999997,0.04076897064526887
11667266,1.4986,0.0624,7.4155,0.1383,2.8752,0.0042,4857.4644,46.379,-0.0555,0.058,0.026,0.022,-0.0482,0.037848062381665104,0.2004,0.042290607020104815,-0.2486,0.059360920666713744
11667420,1.1291,0.0474,10.0305,0.1879,2.4889,0.0044,4515.297,46.2316,0.1336,0.058,0.0301,0.022,0.0237,0.04693159735326472,0.2217,0.04988122879294414,-0.198,0.07164844477011353
11667630,1.2785,0.049,6.5308,0.1128,2.9166,0.0044,4927.141,56.6005,-0.3072,0.058,0.0664,0.022,-0.0668,0.08871585822262298,0.2193,0.08729215038765224,-0.2861,0.13021211042546632
11667799,1.7939,0.0691,11.0488,0.1915,2.607,0.0041,4676.9766,48.7158,0.1526,0.058,0.013,0.022,-0.0889,0.039059200377878384,0.3709,0.04283279428959334,-0.4598,0.06063588494791823
11671621,1.1522,0.0445,8.5184,0.1478,2.6406,0.004,4591.161,46.058,0.0572,0.058,0.0326,0.022,-0.0286,0.04905108884663797,0.2495,0.052049977870898226,-0.2781,0.0748205538489889
11702480,1.6095,0.0621,12.2614,0.2127,2.468,0.0038,4603.0303,41.5955,0.1003,0.058,0.0053,0.022,-0.0242,0.029067311909118793,0.2863,0.032802329804055654,-0.3105,0.04583934880728166
11703724,1.2036,0.0463,4.7783,0.0828,3.1617,0.0041,4713.805,49.0905,0.3846,0.058,-0.0286,0.022,-0.0035,0.03512300189018521,0.3587,0.03930857703791794,-0.3622,0.055135548713531185
11704163,1.3585,0.0517,10.0578,0.1724,2.5676,0.0038,4670.754,43.3157,-0.0773,0.058,0.0195,0.022,-0.0876,0.03451743289207857,0.2531,0.03822420249894089,-0.3407,0.05387114286757264
11706564,1.1127,0.0468,13.4305,0.2517,2.2228,0.0043,4461.2847,43.5189,-0.0919,0.058,0.0602,0.022,-0.0141,0.050262226842851254,0.1077,0.05286325877513102,-0.1218,0.07631105194099623
11716402,1.2559,0.0484,8.7587,0.1518,2.6539,0.0041,4661.9785,47.4993,0.014,0.058,0.0215,0.022,-0.0414,0.04057312287314499,0.2103,0.04418826246331464,-0.2517,0.06275260345656573
11721374,1.2504,0.0482,8.4569,0.1467,2.6824,0.0038,4623.75,41.8623,0.0897,0.058,0.0386,0.022,0.0351,0.029672880907225436,0.2782,0.03361561070828844,-0.2431,0.0468951517757052
11722424,1.6231,0.0628,15.414,0.2677,2.2684,0.0038,4530.8433,40.8373,0.0512,0.058,0.0049,0.022,-0.0875,0.029370096408172116,0.3555,0.032802329804055654,-0.44299999999999995,0.04605234443937813
11723893,1.1478,0.0443,6.826,0.1183,2.8313,0.0042,4651.456,49.4438,0.1501,0.058,0.0347,0.022,0.004,0.05117058034001121,0.2842,0.054218726948852325,-0.2802,0.07799269972424941
11725482,1.1509,0.045,19.2904,0.3384,1.9126,0.0038,4306.464,38.3269,-0.028,0.058,0.0619,0.022,0.0217,0.028461742911012156,0.193,0.03144686163033435,-0.1713,0.04436514603582886
11752396,1.3039,0.0502,11.227,0.1945,2.4528,0.0043,4707.533,53.1829,-0.2126,0.058,0.0346,0.022,-0.0674,0.07297106427185031,0.2453,0.0734663750156949,-0.3127,0.10833315141861956
