KIC,Mass,S_Mass,Radius,S_Radius,Logg_Seis,S_Logg_Seis,Teff,S_Teff,[Fe/H],S_[Fe/H],[Alp/Fe],S_[Alp/Fe],[C/Fe],S_[C/Fe],[N/Fe],S_[N/Fe],[C/N],S_[C/N]
8605197,1.1511,0.0443,5.9701,0.1034,2.949,0.0038,4684.7197,42.9244,0.0936,0.058,0.0364,0.022,0.0291,0.0305812344043854,0.1588,0.03469998524726549,-0.12969999999999998,0.04837369938910419
8607365,1.4462,0.0557,7.6498,0.1326,2.8327,0.0044,4684.162,53.4284,0.2208,0.058,-0.0111,0.022,-0.0376,0.04572045935705144,0.3379,0.04933904152345562,-0.3755,0.07036599857014401
8607372,1.1926,0.0495,4.3919,0.0818,3.231,0.0048,5031.0674,60.7694,-0.3359,0.058,0.0968,0.022,0.0289,0.10052445368570251,0.1274,0.09732261487318992,-0.09850000000000002,0.1463807118339822
8607720,1.2793,0.0483,5.1631,0.0881,3.121,0.004,4991.2534,49.4808,-0.2925,0.058,0.085,0.022,-0.0659,0.049959442343797934,0.2275,0.053676539679363804,-0.2934,0.0767094226283672
8609482,1.1763,0.0454,5.2899,0.0923,3.0634,0.0043,4677.1035,52.6853,0.2896,0.058,0.0225,0.022,0.031,0.043298183364624876,0.319,0.04717029244550152,-0.28800000000000003,0.06697816922954312
8610579,1.5919,0.0615,15.9818,0.2774,2.2273,0.0038,4563.868,41.0782,0.0731,0.058,0.0053,0.022,-0.0453,0.029067311909118793,0.311,0.032802329804055654,-0.3563,0.04583934880728166
8611394,1.0792,0.0414,5.8766,0.1017,2.9346,0.0041,4803.928,49.7168,-0.1502,0.058,0.0618,0.022,0.0005,0.04753716635137136,0.1625,0.05096560333192119,-0.162,0.07290765492925076
8612241,1.6569,0.0635,8.3539,0.1443,2.8153,0.0039,4898.428,47.2159,-0.2077,0.058,0.0735,0.022,-0.0018,0.043903752362731516,0.1788,0.04771247971499005,-0.18059999999999998,0.06782500611811937
8612480,1.19,0.0459,6.6503,0.1153,2.8697,0.0041,4618.976,46.859,0.3126,0.058,0.0338,0.022,0.0336,0.033306294895865285,0.3248,0.037139827959963845,-0.29119999999999996,0.05217897740012402
8612481,1.221,0.0473,8.4809,0.1473,2.6696,0.0041,4513.1196,46.7281,0.37,0.058,0.03,0.022,0.1003,0.034214648393025245,0.2674,0.0374109215947081,-0.16710000000000003,0.053031350854802324
8613105,1.5576,0.0598,6.3936,0.1106,3.0208,0.0039,4843.1436,45.457,0.0692,0.058,0.0291,0.022,-0.0772,0.033911863893971925,0.297,0.03849529613368515,-0.3742,0.053654638220315846
8613120,1.0897,0.0418,4.5093,0.078,3.1689,0.0039,4837.384,45.6001,-0.0091,0.058,0.0377,0.022,-0.0683,0.03603135538734518,0.1518,0.04039295157689498,-0.2201,0.056613886088229454
8613617,1.2218,0.0468,4.9038,0.0847,3.1457,0.0039,4897.288,46.904,-0.0966,0.058,0.0453,0.022,-0.1175,0.03996755387503834,0.2497,0.044459356098058914,-0.36719999999999997,0.06253108153515691
8617244,1.2506,0.0481,11.8162,0.2046,2.3889,0.0042,4739.069,50.2105,-0.391,0.058,0.0953,0.022,-0.012,0.05662070132297099,0.1971,0.05882731873950477,-0.2091,0.0854199468066199
8617711,1.1672,0.0449,10.1474,0.1757,2.4931,0.0043,4747.1904,52.0819,-0.308,0.058,0.0797,0.022,0.0098,0.05843740831729092,0.1535,0.060453880547970344,-0.1437,0.08796479526880539
8618560,1.1494,0.0442,7.9471,0.1376,2.6999,0.0039,4764.8047,45.4708,-0.2407,0.058,0.0488,0.022,-0.0011,0.04117869187125162,0.2061,0.04500154336754743,-0.2072,0.06380695653705969
8618934,1.1171,0.0429,6.0162,0.104,2.9292,0.0039,4832.5054,46.1696,-0.1707,0.058,0.0621,0.022,0.0066,0.0408759073721983,0.1666,0.04473044973280317,-0.16,0.06338362476383
8619048,1.1331,0.0438,14.2383,0.2471,2.1784,0.0039,4588.702,42.9766,-0.34,0.058,0.0704,0.022,-0.0113,0.04027033837409166,0.1957,0.043374981559081864,-0.20700000000000002,0.06191504047734981
8620380,1.281,0.0492,5.5361,0.0958,3.0609,0.004,4803.199,46.8401,0.1071,0.058,0.0091,0.022,-0.0103,0.0363341398863985,0.2738,0.040664045211639244,-0.28409999999999996,0.057036774531239155
8620872,1.2161,0.0467,5.8998,0.1021,2.9831,0.004,4773.462,48.0888,0.0387,0.058,0.0352,0.022,0.0236,0.03966476937598502,0.2465,0.04391716882857038,-0.2229,0.061899064829137325
8623565,1.3384,0.0514,6.8805,0.119,2.8911,0.0039,4819.31,45.6163,-0.0194,0.058,0.0177,0.022,-0.1377,0.03572857088829185,0.2405,0.04012185794215072,-0.3782,0.05619103076610508
8624143,1.2975,0.0501,8.9561,0.1555,2.6487,0.004,4559.7686,45.4082,0.1838,0.058,0.0086,0.022,0.0295,0.03451743289207857,0.2501,0.03822420249894089,-0.2206,0.05387114286757264
8630587,1.2189,0.0508,5.3093,0.0991,3.0757,0.0046,4797.9336,54.3424,0.0956,0.058,0.0198,0.022,-0.1496,0.04935387334569128,0.1732,0.05286325877513102,-0.3228,0.07565584965047309
8630783,1.184,0.0457,8.9951,0.1561,2.6051,0.0042,4575.295,49.6653,0.0422,0.058,0.0639,0.022,0.0153,0.045114890358944795,0.2039,0.04825466698447857,-0.1886,0.0691059624885386
8631317,1.0951,0.0458,8.9186,0.1666,2.5785,0.0047,4711.4136,54.724,-0.2603,0.058,0.0848,0.022,-0.0066,0.06358474480119737,0.0651,0.06506247233862279,-0.0717,0.09517684209575397
8636389,1.1807,0.0452,6.0362,0.1042,2.9504,0.0044,4945.874,56.8839,-0.3205,0.058,0.102,0.022,0.0192,0.0917437032131562,0.1416,0.09000308673509486,-0.12240000000000001,0.13445916808174288
8637856,1.4292,0.0598,13.0216,0.2435,2.362,0.0044,4644.1353,48.8052,-0.1913,0.058,0.0284,0.022,-0.0593,0.04783995085042469,0.2419,0.05096560333192119,-0.3012,0.07312539680330027
8646113,1.722,0.0673,22.3197,0.3913,1.9626,0.0037,4353.0205,37.4462,0.3603,0.058,-0.0118,0.022,-0.1749,0.022406052929945738,0.6445,0.025211708031216327,-0.8193999999999999,0.03527758575005568
8648759,1.1109,0.0462,4.6236,0.0861,3.1555,0.0047,4994.7734,59.246,-0.3702,0.058,0.0847,0.022,-0.0239,0.07781561625670344,0.1561,0.07807496680634735,-0.18,0.11532609176427018
8649496,1.6043,0.0628,23.6612,0.4153,1.8783,0.0037,4285.243,37.8032,0.0499,0.058,0.0185,0.022,-0.0191,0.02664503591669223,0.2655,0.029549206187124515,-0.2846,0.04161771630315722
8652718,1.3461,0.0563,10.704,0.2001,2.509,0.0042,4644.092,42.8398,-0.058,0.058,0.0136,0.022,-0.065,0.033306294895865285,0.2409,0.037139827959963845,-0.3059,0.05217897740012402
8653471,1.5906,0.061,6.373,0.1101,3.0327,0.0039,4895.77,46.6099,-0.0044,0.058,0.0266,0.022,-0.0791,0.03724249338355846,0.2501,0.04174841975061629,-0.3292,0.05851511137584754
8654400,1.6566,0.0635,6.4085,0.1108,3.0455,0.0039,4860.928,46.0205,0.0558,0.058,0.0166,0.022,-0.0879,0.03482021739113189,0.3182,0.03930857703791794,-0.4061,0.05492267117477851
8655421,1.4977,0.0627,11.5376,0.2158,2.4899,0.0041,4617.1265,42.0402,0.0439,0.058,-0.0108,0.022,-0.1287,0.0305812344043854,0.2954,0.034428891612521224,-0.42410000000000003,0.048163329583861055
8655465,1.6258,0.0682,14.5083,0.2716,2.3232,0.0041,4559.8345,41.2421,0.0223,0.058,-0.0015,0.022,-0.1184,0.03027844990533208,0.2312,0.0338867043430327,-0.3496,0.047530645442699304
8656205,1.2546,0.0526,8.3314,0.1559,2.6968,0.0043,4561.3535,45.8456,0.256,0.058,0.0099,0.022,-0.0148,0.03148958790154536,0.2669,0.03524217251675401,-0.2817,0.04943187126040727
8674172,1.0812,0.0415,5.3943,0.0933,3.0098,0.0044,4802.8003,55.4828,-0.2155,0.058,0.0634,0.022,0.0064,0.06358474480119737,0.1305,0.06560465960811131,-0.1241,0.09558241493641906
8675106,1.4931,0.0575,8.3831,0.1453,2.7671,0.0038,4687.451,42.6399,0.1584,0.058,0.0119,0.022,0.0244,0.029067311909118793,0.5103,0.03334451707354418,-0.4859,0.046261115174113666
8675975,1.281,0.0493,9.5539,0.1654,2.5869,0.0043,4755.8535,53.6318,-0.2326,0.058,0.0893,0.022,-0.0138,0.05995133081255752,0.2208,0.062080442356435915,-0.2346,0.09028898882908243
8677342,1.4328,0.0551,9.6824,0.1676,2.624,0.0039,4751.973,44.6737,-0.1246,0.058,0.0594,0.022,-0.0636,0.03724249338355846,0.2815,0.04147732611587203,-0.34509999999999996,0.05830563137856431
8677701,1.1062,0.0428,11.1841,0.1944,2.3835,0.0038,4489.7637,40.5016,-0.0086,0.058,0.0646,0.022,0.0389,0.031186803402492042,0.1612,0.034428891612521224,-0.12230000000000002,0.04859068436828319
8684542,1.3638,0.0524,5.1176,0.0886,3.1564,0.0038,4752.2,43.1177,0.3367,0.058,-0.0102,0.022,-0.0225,0.026342251417638907,0.3993,0.03063358072610156,-0.4218,0.04224880900168613
8684860,1.6304,0.0615,5.7444,0.098,3.1336,0.0039,5010.2896,48.5984,-0.0506,0.058,0.0035,0.022,-0.1479,0.04148147637030495,0.2567,0.04608591790652448,-0.40459999999999996,0.06485533181666021
8685978,1.0376,0.0399,8.4225,0.1458,2.605,0.004,4774.5947,47.4126,-0.4474,0.058,0.1267,0.022,0.0349,0.051776149338117854,0.0739,0.05448982058359659,-0.03899999999999999,0.0786354743436809
8686904,1.2084,0.0464,5.7995,0.1003,2.9952,0.0039,4825.2266,46.7104,0.0085,0.058,0.0059,0.022,-0.0274,0.037848062381665104,0.202,0.042290607020104815,-0.22940000000000002,0.059360920666713744
8687248,1.292,0.049,5.1053,0.0873,3.135,0.0041,4817.3936,51.1314,0.1314,0.058,-0.0117,0.022,-0.0543,0.04208704536841159,0.2647,0.04635701154126874,-0.319,0.06549288499310597
8688421,1.5104,0.0577,5.6781,0.0979,3.1105,0.0042,5051.355,54.1776,-0.3381,0.058,0.0805,0.022,-0.0575,0.06146525330782412,0.2124,0.06424919143439001,-0.26990000000000003,0.09302088068083672
8689478,1.6185,0.0638,30.3419,0.5345,1.6596,0.0037,4092.2317,35.5355,0.0902,0.058,0.0445,0.022,0.047,0.024828328922372307,0.2282,0.026838269839681902,-0.18119999999999997,0.038246239214081115
8689860,1.5483,0.0607,24.1574,0.4245,1.8438,0.0037,4226.235,37.0633,0.1109,0.058,0.0192,0.022,0.0047,0.025433897920478944,0.2744,0.027922644378658948,-0.2697,0.039508024868422184
8690175,1.0459,0.0418,28.3066,0.508,1.5273,0.0041,4126.0513,42.18,-0.169,0.058,0.0415,0.022,-0.0273,0.038756415878825064,0.1161,0.04093513884638351,-0.1434,0.058973066810032976
8693004,1.7435,0.0672,13.1009,0.2271,2.4448,0.0038,4666.0156,42.9605,-0.0563,0.058,0.0108,0.022,-0.1101,0.033911863893971925,0.2576,0.037682015229452366,-0.3677,0.05302499481626621
8694617,1.0928,0.0456,6.1171,0.1143,2.9052,0.0046,4726.1836,53.0169,-0.051,0.058,0.0709,0.022,-0.0027,0.052078933837171174,0.1079,0.055303101487829374,-0.11059999999999999,0.07946954019721844
8694920,1.37,0.057,7.1744,0.1337,2.8649,0.0047,4964.238,58.6616,-0.354,0.058,0.0753,0.022,-0.0159,0.07751283175765013,0.1527,0.07780387317160309,-0.1686,0.11490157854125368
8701081,1.1612,0.0447,8.5093,0.1475,2.6449,0.0041,4671.2803,47.5986,-0.0448,0.058,0.0374,0.022,-0.011,0.05662070132297099,0.2482,0.05909841237424903,-0.2592,0.08562382553768484
8702863,1.4228,0.0539,5.7694,0.0987,3.0707,0.0038,4806.546,44.6275,0.1284,0.058,0.0107,0.022,-0.0555,0.031792372400598685,0.3363,0.03632654705573106,-0.3918,0.05048581014585553
8703146,1.3638,0.0523,6.1018,0.1054,3.0036,0.0044,4889.8706,56.0742,-0.0518,0.058,0.0106,0.022,-0.083,0.05722627032107763,0.2352,0.060453880547970344,-0.3182,0.08708542798382693
8708587,1.2004,0.0506,12.3714,0.2322,2.3303,0.0047,4363.2676,51.7944,0.1741,0.058,-0.0344,0.022,0.0108,0.04693159735326472,0.1702,0.04933904152345562,-0.1594,0.07123826752123513
8709951,1.0433,0.0437,12.9608,0.2425,2.2257,0.0043,4575.653,45.9732,-0.3172,0.058,0.0887,0.022,-0.0228,0.04602324385610476,0.1653,0.04879685425396709,-0.1881,0.07017157671891065
8710240,1.5532,0.065,11.858,0.2216,2.4818,0.0042,4670.2295,43.1026,-0.0182,0.058,-0.0085,0.022,-0.109,0.033003510396811965,0.242,0.03686873432521958,-0.351,0.05175601968221241
8711042,1.2393,0.0521,15.2614,0.2861,2.1565,0.0042,4457.6084,41.8123,-0.0923,0.058,0.0409,0.022,-0.0047,0.03360907939491861,0.2083,0.03686873432521958,-0.21300000000000002,0.052184739473973285
8715060,1.3266,0.0556,10.989,0.2057,2.4795,0.0041,4548.8477,41.0468,0.0346,0.058,0.0308,0.022,-0.017,0.02997566540627876,0.1815,0.03334451707354418,-0.1985,0.04689831115136768
8719476,1.0957,0.0422,10.82,0.1874,2.4085,0.0039,4721.074,45.5843,-0.4471,0.058,0.1245,0.022,0.0237,0.04723438185231804,0.158,0.0501523224276884,-0.1343,0.07207224689513789
8737032,1.5168,0.0584,11.0145,0.1908,2.5363,0.0039,4690.294,43.6707,-0.1187,0.058,0.0437,0.022,-0.0619,0.03603135538734518,0.2526,0.03985076430740646,-0.3145,0.05619546158821537
8737047,1.0993,0.0426,12.7457,0.2216,2.2643,0.0041,4461.036,46.094,-0.022,0.058,0.0143,0.022,-0.0617,0.03996755387503834,0.103,0.0431038879243376,-0.16469999999999999,0.061491463834354824
8738333,1.2681,0.0489,8.5248,0.1478,2.6816,0.0041,4631.448,47.098,0.0857,0.058,0.0223,0.022,-0.0104,0.03815084688071842,0.2925,0.04174841975061629,-0.3029,0.05915804977957467
8738537,1.0473,0.0403,7.4651,0.1294,2.7138,0.0041,4678.8823,49.1375,-0.1368,0.058,0.0848,0.022,-0.0288,0.04693159735326472,0.1214,0.050423416062432655,-0.1502,0.07206036671149646
8742229,1.6866,0.0646,7.4276,0.1283,2.9251,0.0045,4898.1504,59.0964,-0.0663,0.058,0.0771,0.022,-0.1844,0.06358474480119737,0.3845,0.06614684687759984,-0.5689,0.09598933666249537
8742545,1.0686,0.0409,5.0147,0.0866,3.0681,0.0041,4907.047,49.757,-0.2884,0.058,0.11,0.022,0.0294,0.049959442343797934,0.1285,0.05340544604461954,-0.09910000000000001,0.0765032323794281
8747415,1.4071,0.0538,5.8032,0.1002,3.0608,0.004,4964.184,48.8471,-0.1651,0.058,0.038,0.022,-0.1608,0.044206536861784836,0.2355,0.04852576061922283,-0.3963,0.06866375519097498
8747442,1.2789,0.0492,6.2567,0.1084,2.9539,0.004,4705.784,46.2132,0.1965,0.058,0.0051,0.022,0.0191,0.03360907939491861,0.2855,0.037682015229452366,-0.26639999999999997,0.05281143562749354
8747880,1.307,0.0546,11.7436,0.2194,2.414,0.0051,4722.05,63.1164,-0.4135,0.058,0.0796,0.022,0.0147,0.09386319470652944,0.2093,0.09081636763932766,-0.19460000000000002,0.1366390763030814
8748869,1.1632,0.0449,12.5279,0.2173,2.3047,0.0039,4609.762,44.1121,-0.3159,0.058,0.0935,0.022,0.0224,0.04238982986746491,0.1563,0.04554373063703595,-0.1339,0.06508678283619035
8752721,1.0263,0.0431,11.2834,0.2113,2.3423,0.0041,4522.102,40.9725,-0.0645,0.058,0.0634,0.022,0.0172,0.031792372400598685,0.1651,0.03524217251675401,-0.1479,0.04964563435505858
8752893,1.2218,0.047,7.8222,0.1354,2.7401,0.0039,4770.4688,45.3791,-0.1973,0.058,0.0495,0.022,-0.0166,0.03996755387503834,0.2081,0.04391716882857038,-0.2247,0.062113772981664685
8753292,1.3462,0.056,5.3092,0.0989,3.1189,0.0044,4950.4927,51.3113,-0.119,0.058,0.0413,0.022,-0.0621,0.050262226842851254,0.2349,0.054218726948852325,-0.297,0.07733956977720613
8754274,1.184,0.0456,5.5825,0.0968,3.0195,0.0042,4660.6235,49.1859,0.3018,0.058,-0.0019,0.022,0.0167,0.03663692438545182,0.2638,0.04039295157689498,-0.2471,0.05704177732380808
8760246,1.5317,0.0637,5.2205,0.0973,3.1895,0.0042,4939.2983,47.305,-0.0292,0.058,0.0244,0.022,-0.2007,0.039059200377878384,0.2007,0.04364607519382612,-0.4014,0.0612621460015323
8760372,1.3703,0.057,5.3945,0.1005,3.1127,0.0042,4921.6367,47.3048,-0.0766,0.058,0.0364,0.022,-0.0024,0.03996755387503834,0.2894,0.044459356098058914,-0.2918,0.06253108153515691
8766846,1.1776,0.0452,4.9524,0.0856,3.1212,0.0044,4862.741,55.8875,0.0645,0.058,0.0179,0.022,-0.0131,0.054803994328651066,0.2036,0.058285131470016245,-0.2167,0.08369474263133934
8776159,1.5665,0.0682,28.679,0.5731,1.6951,0.0038,4272.6074,38.6352,-0.2307,0.058,0.0561,0.022,-0.031,0.032397941398705325,0.2243,0.03497107888200975,-0.25529999999999997,0.049868845119147784
8779107,1.6414,0.0645,23.4593,0.4127,1.8965,0.0037,4168.1655,35.7912,0.3098,0.058,0.0153,0.022,0.0005,0.022103268430892418,0.3446,0.024127333492239285,-0.3441,0.03422794177699776
8782196,1.085,0.0413,7.4803,0.1282,2.7274,0.0038,4687.911,43.4003,-0.07,0.058,0.0692,0.022,-0.046,0.03451743289207857,0.1058,0.03849529613368515,-0.1518,0.05408020072859137
8783007,1.3737,0.0575,12.3596,0.2312,2.3908,0.0042,4621.9644,42.7263,-0.1353,0.058,0.0563,0.022,-0.0394,0.03512300189018521,0.2078,0.038766389768429416,-0.2472,0.054717415493631856
8802374,1.3943,0.0536,12.2586,0.2122,2.4046,0.0039,4742.37,45.0772,-0.327,0.058,0.0813,0.022,-0.0557,0.04360096786367819,0.2174,0.046899198810757256,-0.2731,0.06698769285922637
8805565,1.2389,0.0478,11.3548,0.1969,2.4202,0.0039,4645.785,43.2665,-0.1876,0.058,0.0514,0.022,-0.0505,0.03693970888450514,0.2643,0.040664045211639244,-0.31479999999999997,0.05746497782150596
8806231,1.5422,0.0594,19.6877,0.3396,2.0261,0.0038,4279.3716,39.823,0.163,0.058,0.046,0.022,0.0322,0.029067311909118793,0.313,0.03171795526507861,-0.2808,0.0450035548055135
8811382,1.3977,0.0587,16.3394,0.3061,2.1492,0.0042,4502.27,42.5541,-0.1886,0.058,0.0687,0.022,-0.0543,0.03693970888450514,0.191,0.04012185794215072,-0.24530000000000002,0.05704940280997096
8812397,1.1813,0.0449,7.6655,0.1314,2.7431,0.0038,4674.808,43.1753,-0.0237,0.058,0.0421,0.022,-0.0399,0.033003510396811965,0.2072,0.037139827959963845,-0.2471,0.05196576858996086
8812919,1.6846,0.0649,12.5179,0.217,2.4699,0.0042,4665.151,50.202,-0.1023,0.058,0.0582,0.022,-0.0491,0.05268450283527781,0.3009,0.05557419512257364,-0.35,0.08011206707080787
8813618,1.0778,0.0414,5.296,0.0917,3.0244,0.0039,4755.4854,44.7598,-0.026,0.058,0.0174,0.022,-0.1245,0.03482021739113189,0.1145,0.03903748340317367,-0.239,0.054712660837451854
8815404,1.2128,0.0467,7.3474,0.1273,2.7913,0.0043,4667.427,52.5973,0.087,0.058,0.0139,0.022,0.0111,0.04783995085042469,0.2961,0.05123669696666545,-0.285,0.07333132402200637
8816007,1.2123,0.0459,4.4548,0.0762,3.2257,0.004,4829.8247,49.6748,0.0666,0.058,0.0475,0.022,-0.0097,0.04117869187125162,0.2751,0.04554373063703595,-0.2848,0.06422338467224613
8824732,1.4324,0.0551,9.5954,0.1661,2.6317,0.004,4772.297,47.3188,-0.3082,0.058,0.0593,0.022,0.0928,0.04874830434758465,0.2881,0.052049977870898226,-0.19530000000000003,0.07460242783053567
8827659,1.1877,0.0458,7.6931,0.1334,2.7423,0.0041,4642.005,48.0935,0.0481,0.058,0.0427,0.022,0.0483,0.042995398865571556,0.2222,0.04635701154126874,-0.1739,0.06614051339455358
8827853,1.1363,0.0435,4.9244,0.085,3.1106,0.0041,4945.6816,50.7276,-0.19,0.058,0.0898,0.022,-0.0129,0.06540145179551729,0.1305,0.06750231505132114,-0.1434,0.09833075300230115
8827934,1.6649,0.0631,9.9956,0.1709,2.6616,0.0038,4828.6816,44.8966,0.1042,0.058,0.0052,0.022,-0.0475,0.032700725897758645,0.5549,0.0374109215947081,-0.6023999999999999,0.05196447704414531
8836830,1.293,0.0502,4.6822,0.0823,3.2105,0.004,4982.1797,48.5406,-0.1814,0.058,0.0527,0.022,-0.0645,0.045417674857998115,0.2297,0.049610135158199876,-0.2942,0.07035699123606418
8838230,1.2384,0.0475,4.8231,0.0834,3.166,0.0039,4858.6606,45.8958,0.0365,0.058,0.0327,0.022,-0.071,0.03512300189018521,0.2256,0.039579670672662194,-0.2966,0.05534542252109275
8838450,1.4189,0.0544,6.4703,0.1118,2.9699,0.0039,4863.2163,46.1688,-0.0458,0.058,0.0165,0.022,-0.1009,0.03754527788261178,0.2287,0.04201951338536055,-0.3296,0.05893800034894713
8840004,1.4504,0.0567,21.3765,0.3751,1.9245,0.0037,4162.72,35.7825,0.2579,0.058,0.031,0.022,0.0619,0.022708837428999058,0.3035,0.02494061439647207,-0.24159999999999998,0.03528245498553907
8840992,1.4493,0.0557,6.3812,0.1104,2.9912,0.0038,4800.6816,44.3717,0.1263,0.058,0.0137,0.022,-0.0814,0.031792372400598685,0.3732,0.036055453420986795,-0.4546,0.05027488982499288
8848288,1.679,0.0648,11.1582,0.1935,2.5695,0.0038,4615.496,41.467,0.2004,0.058,-0.012,0.022,-0.0568,0.02725060491479887,0.3508,0.031175767995590086,-0.4076,0.04330373087012109
8866716,1.0522,0.0406,9.7617,0.1693,2.4817,0.0047,4624.447,59.0622,-0.1974,0.058,0.0957,0.022,0.0253,0.072668279772797,0.1057,0.07319528138095063,-0.0804,0.10790867332323989
8866860,1.1031,0.0425,5.2291,0.0906,3.0455,0.0042,4684.883,50.939,0.2072,0.058,0.0001,0.022,0.0116,0.04148147637030495,0.2329,0.04527263700229169,-0.2213,0.06423031144487144
8869611,1.0433,0.0402,6.1133,0.1059,2.8856,0.0039,4681.817,43.6741,-0.0785,0.058,0.0912,0.022,0.0035,0.03542578638923853,0.1472,0.03930857703791794,-0.1437,0.055349263877826134
8870850,1.2925,0.0497,11.2149,0.1941,2.4498,0.004,4765.7144,47.3813,-0.4415,0.058,0.083,0.022,-0.0954,0.05268450283527781,0.2448,0.05557419512257364,-0.3402,0.08011206707080787
8872046,1.1588,0.0446,7.7511,0.1343,2.7251,0.0039,4703.361,43.6671,-0.0619,0.058,0.0542,0.022,-0.0097,0.03451743289207857,0.2324,0.038766389768429416,-0.24209999999999998,0.05428980725098077
8878167,1.1313,0.0473,7.8659,0.1471,2.7019,0.0046,4651.859,52.9452,0.0431,0.058,0.0395,0.022,-0.0116,0.049656657844744614,0.242,0.05286325877513102,-0.2536,0.07587367077428595
8879369,1.135,0.0436,8.0129,0.1387,2.6872,0.004,4763.124,47.6355,-0.1523,0.058,0.057,0.022,-0.0515,0.045114890358944795,0.1793,0.04852576061922283,-0.23079999999999998,0.06931222050832281
8879938,1.4206,0.0546,7.1053,0.123,2.8891,0.004,4751.372,46.1843,0.1057,0.058,0.0043,0.022,-0.0796,0.03482021739113189,0.2667,0.03903748340317367,-0.3463,0.054712660837451854
8880420,1.1518,0.0446,13.9898,0.243,2.2016,0.0038,4524.7944,41.5801,-0.1918,0.058,0.0535,0.022,-0.0035,0.03482021739113189,0.1798,0.03822420249894089,-0.1833,0.05408589000694356
8880751,1.1581,0.0485,8.1029,0.1516,2.6863,0.0043,4613.3794,45.6068,0.1416,0.058,0.0491,0.022,0.0306,0.03451743289207857,0.2348,0.03822420249894089,-0.20420000000000002,0.05387114286757264
8885470,1.1638,0.0489,11.4297,0.2141,2.3868,0.0042,4490.393,42.5426,0.3468,0.058,0.0101,0.022,0.0996,0.027553389413852193,0.1832,0.031175767995590086,-0.08360000000000001,0.04351542648310757
8891957,1.4282,0.0548,8.7365,0.1511,2.7119,0.0042,4815.9224,51.5531,-0.186,0.058,0.0238,0.022,0.0269,0.05722627032107763,0.1311,0.05991169327848182,-0.10419999999999999,0.08667607766197591
8892211,1.3511,0.0563,4.9134,0.0916,3.1877,0.0049,4871.3574,60.8684,0.0899,0.058,0.0016,0.022,-0.042,0.06025411531161084,0.2373,0.06316481689541296,-0.2793,0.09132482837390422
8896115,1.1279,0.0434,8.5397,0.1478,2.6292,0.0039,4764.3765,45.6698,-0.3288,0.058,0.1169,0.022,0.0185,0.06146525330782412,0.1825,0.06343591053015722,-0.164,0.09240987688529864
8905921,1.3934,0.0618,27.2745,0.5502,1.6876,0.004,4314.1694,38.803,-0.1166,0.058,0.0525,0.022,0.0092,0.03027844990533208,0.1717,0.03307342343879992,-0.16249999999999998,0.04690466082404278
8914107,1.2868,0.0493,5.2695,0.091,3.1058,0.0039,4900.085,46.9614,-0.0894,0.058,0.036,0.022,-0.0517,0.03996755387503834,0.2459,0.04418826246331464,-0.29760000000000003,0.06232218693393477
8915481,1.6747,0.0643,21.8168,0.3757,1.9706,0.0038,4365.287,39.5251,-0.1252,0.058,0.0142,0.022,-0.0594,0.031186803402492042,0.2204,0.03415779797777697,-0.2798,0.04838245615791448
8934264,1.1242,0.0438,21.1596,0.3706,1.8187,0.0039,4403.3604,41.1451,-0.4405,0.058,0.1228,0.022,-0.0156,0.04057312287314499,0.2212,0.043374981559081864,-0.2368,0.06213239466960821
8936347,1.1918,0.0459,7.4482,0.1291,2.7719,0.0043,4664.833,52.3337,0.0795,0.058,0.0438,0.022,-0.0173,0.04602324385610476,0.3102,0.04933904152345562,-0.32749999999999996,0.07058312808722986
8936409,1.2297,0.0481,24.2594,0.4256,1.7365,0.0038,4304.744,39.3239,-0.317,0.058,0.0732,0.022,0.005,0.03482021739113189,0.1413,0.0374109215947081,-0.1363,0.0534641430440135
8940851,1.1291,0.0433,16.2048,0.2789,2.0608,0.0037,4403.825,39.7017,-0.105,0.058,0.0798,0.022,0.0009,0.031186803402492042,0.1475,0.03415779797777697,-0.14659999999999998,0.04838245615791448
8941196,1.2475,0.048,8.1985,0.142,2.7084,0.0044,4735.578,55.0766,-0.1099,0.058,0.0434,0.022,-0.0842,0.05722627032107763,0.2845,0.05991169327848182,-0.36869999999999997,0.08667607766197591
8952278,1.3027,0.0502,9.9498,0.1724,2.5587,0.0041,4675.329,49.0611,-0.1732,0.058,0.0621,0.022,-0.0059,0.049959442343797934,0.1617,0.05286325877513102,-0.1676,0.07609207320148541
8953366,1.4833,0.0626,17.7718,0.3339,2.1007,0.0041,4298.4272,37.5558,0.1581,0.058,0.026,0.022,0.0153,0.025131113421425627,0.1615,0.027922644378658948,-0.1462,0.039293442186268034
8957480,1.1452,0.0441,8.9236,0.1546,2.5976,0.0039,4700.9854,44.981,-0.2088,0.058,0.079,0.022,-0.0035,0.04723438185231804,0.1993,0.050423416062432655,-0.2028,0.07227790946134154
8957693,1.57,0.0602,6.2059,0.1072,3.0501,0.0042,4887.284,52.0679,-0.0883,0.058,0.0041,0.022,0.1545,0.06721815878983722,0.3913,0.0691288768597867,-0.23679999999999998,0.10087607326529266
8957944,1.5361,0.0589,6.7244,0.1162,2.9709,0.0039,4896.439,46.7754,-0.0679,0.058,0.0377,0.022,-0.106,0.039059200377878384,0.3075,0.04364607519382612,-0.4135,0.0612621460015323
